Label,x_value,x_is_imputed,x_is_one_datapoint,x_is_infinite,y_value,y_is_imputed,y_is_one_datapoint,y_is_infinite,modif_significant,linker_significant,modif_and_linker_significant,used_for_normalisation,x_is_in_bounds,y_is_in_bounds,any_one_datapoint,any_imputed,any_infinite,any_oob,is_outlier,to_label,colour,textcolour,z_order,alpha,edgecolour,linewidth,markersize,marker,rasterized,x_coord,y_coord
TPX2,-0.0935748292720859,False,False,False,-1.109241693122609,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,#4B82B6,#4B82B6,3,0.8,#525252,0.35,8,o,False,-0.0935748292720859,-1.109241693122609
BCORL1,-0.5081729497226597,False,False,False,-1.7107170155587248,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,#4B82B6,#4B82B6,3,0.8,#525252,0.35,8,o,False,-0.5081729497226597,-1.7107170155587248
SETD5,-0.8472430737603069,False,False,False,-1.122651059825536,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,#786D9B,#786D9B,4,0.8,#525252,0.35,8,o,False,-0.8472430737603069,-1.122651059825536
PWWP2B,-0.2186110467606958,False,False,False,-1.376137511008757,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,#786D9B,#786D9B,4,0.8,#525252,0.35,8,o,False,-0.2186110467606958,-1.376137511008757
GAS2L3,-1.2970981016167933,False,False,False,-1.3057446538109048,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,#786D9B,#786D9B,4,0.8,#525252,0.35,8,o,False,-1.2970981016167933,-1.3057446538109048
MEAF6,-0.7527390910083867,False,False,False,-0.6048065416309711,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,#BA5047,#BA5047,3,0.8,#525252,0.35,8,o,False,-0.7527390910083867,-0.6048065416309711
LRRFIP2,-0.4328226652480182,False,False,False,-0.8016100415553566,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,#BA5047,#BA5047,3,0.8,#525252,0.35,8,o,False,-0.4328226652480182,-0.8016100415553566
TAF1,-0.6326292122159813,False,False,False,-1.0255708326072508,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,#786D9B,#786D9B,4,0.8,#525252,0.35,8,o,False,-0.6326292122159813,-1.0255708326072508
TAF3,-0.463104457150191,False,False,False,-0.703178593716892,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,#BA5047,#BA5047,3,0.8,#525252,0.35,8,o,False,-0.463104457150191,-0.703178593716892
PPP1R18,-0.4887640943820521,False,False,False,-0.6444015457623884,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,#BA5047,#BA5047,3,0.8,#525252,0.35,8,o,False,-0.4887640943820521,-0.6444015457623884
INTS6,-0.5637026386143908,False,False,False,-0.0380921446993731,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,#BA5047,#BA5047,3,0.8,#525252,0.35,8,o,False,-0.5637026386143908,-0.0380921446993731
ALDH3B1,-0.9350729899967264,False,False,False,-0.2151464159340932,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,#BA5047,#BA5047,3,0.8,#525252,0.35,8,o,False,-0.9350729899967264,-0.2151464159340932
ACTL6A,-2.6145718817092707,False,False,False,-0.688706007896851,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,#786D9B,#786D9B,4,0.8,#525252,0.35,8,o,False,-2.6145718817092707,-0.688706007896851
INO80C,-1.3275080491293387,False,False,False,-0.1897296004302617,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,#786D9B,#786D9B,4,0.8,#525252,0.35,8,o,False,-1.3275080491293387,-0.1897296004302617
