chip_ms_label,95% CI (+/-)__H2A.Z,95% CI (+/-)__H3K27ac,95% CI (+/-)__H3K27me2,95% CI (+/-)__H3K27me3,95% CI (+/-)__H3K4me1,95% CI (+/-)__H3K4me3,95% CI (+/-)__H3K9acK14ac,95% CI (+/-)__H3K9me2,95% CI (+/-)__H3K9me3,95% CI (+/-)__H3ac,95% CI (+/-)__H4K16ac,95% CI (+/-)__H4K20me2,95% CI (+/-)__H4K20me3,95% CI (+/-)__H4ac,95% CI (+/-)__meDNA,Effect__H2A.Z,Effect__H3K27ac,Effect__H3K27me2,Effect__H3K27me3,Effect__H3K4me1,Effect__H3K4me3,Effect__H3K9acK14ac,Effect__H3K9me2,Effect__H3K9me3,Effect__H3ac,Effect__H4K16ac,Effect__H4K20me2,Effect__H4K20me3,Effect__H4ac,Effect__meDNA,Moderated t distribution dof__H2A.Z,Moderated t distribution dof__H3K27ac,Moderated t distribution dof__H3K27me2,Moderated t distribution dof__H3K27me3,Moderated t distribution dof__H3K4me1,Moderated t distribution dof__H3K4me3,Moderated t distribution dof__H3K9acK14ac,Moderated t distribution dof__H3K9me2,Moderated t distribution dof__H3K9me3,Moderated t distribution dof__H3ac,Moderated t distribution dof__H4K16ac,Moderated t distribution dof__H4K20me2,Moderated t distribution dof__H4K20me3,Moderated t distribution dof__H4ac,Moderated t distribution dof__meDNA,Moderated t distribution stdev__H2A.Z,Moderated t distribution stdev__H3K27ac,Moderated t distribution stdev__H3K27me2,Moderated t distribution stdev__H3K27me3,Moderated t distribution stdev__H3K4me1,Moderated t distribution stdev__H3K4me3,Moderated t distribution stdev__H3K9acK14ac,Moderated t distribution stdev__H3K9me2,Moderated t distribution stdev__H3K9me3,Moderated t distribution stdev__H3ac,Moderated t distribution stdev__H4K16ac,Moderated t distribution stdev__H4K20me2,Moderated t distribution stdev__H4K20me3,Moderated t distribution stdev__H4ac,Moderated t distribution stdev__meDNA,P value__H2A.Z,P value__H3K27ac,P value__H3K27me2,P value__H3K27me3,P value__H3K4me1,P value__H3K4me3,P value__H3K9acK14ac,P value__H3K9me2,P value__H3K9me3,P value__H3ac,P value__H4K16ac,P value__H4K20me2,P value__H4K20me3,P value__H4ac,P value__meDNA,P value (adjusted)__H2A.Z,P value (adjusted)__H3K27ac,P value (adjusted)__H3K27me2,P value (adjusted)__H3K27me3,P value (adjusted)__H3K4me1,P value (adjusted)__H3K4me3,P value (adjusted)__H3K9acK14ac,P value (adjusted)__H3K9me2,P value (adjusted)__H3K9me3,P value (adjusted)__H3ac,P value (adjusted)__H4K16ac,P value (adjusted)__H4K20me2,P value (adjusted)__H4K20me3,P value (adjusted)__H4ac,P value (adjusted)__meDNA,logFC variance__H2A.Z,logFC variance__H3K27ac,logFC variance__H3K27me2,logFC variance__H3K27me3,logFC variance__H3K4me1,logFC variance__H3K4me3,logFC variance__H3K9acK14ac,logFC variance__H3K9me2,logFC variance__H3K9me3,logFC variance__H3ac,logFC variance__H4K16ac,logFC variance__H4K20me2,logFC variance__H4K20me3,logFC variance__H4ac,logFC variance__meDNA,significant__H2A.Z,significant__H3K27ac,significant__H3K27me2,significant__H3K27me3,significant__H3K4me1,significant__H3K4me3,significant__H3K9acK14ac,significant__H3K9me2,significant__H3K9me3,significant__H3ac,significant__H4K16ac,significant__H4K20me2,significant__H4K20me3,significant__H4ac,significant__meDNA,significant_category_strong__H2A.Z,significant_category_strong__H3K27ac,significant_category_strong__H3K27me2,significant_category_strong__H3K27me3,significant_category_strong__H3K4me1,significant_category_strong__H3K4me3,significant_category_strong__H3K9acK14ac,significant_category_strong__H3K9me2,significant_category_strong__H3K9me3,significant_category_strong__H3ac,significant_category_strong__H4K16ac,significant_category_strong__H4K20me2,significant_category_strong__H4K20me3,significant_category_strong__H4ac,significant_category_strong__meDNA,significant_category_weak__H2A.Z,significant_category_weak__H3K27ac,significant_category_weak__H3K27me2,significant_category_weak__H3K27me3,significant_category_weak__H3K4me1,significant_category_weak__H3K4me3,significant_category_weak__H3K9acK14ac,significant_category_weak__H3K9me2,significant_category_weak__H3K9me3,significant_category_weak__H3ac,significant_category_weak__H4K16ac,significant_category_weak__H4K20me2,significant_category_weak__H4K20me3,significant_category_weak__H4ac,significant_category_weak__meDNA,t statistic (moderated)__H2A.Z,t statistic (moderated)__H3K27ac,t statistic (moderated)__H3K27me2,t statistic (moderated)__H3K27me3,t statistic (moderated)__H3K4me1,t statistic (moderated)__H3K4me3,t statistic (moderated)__H3K9acK14ac,t statistic (moderated)__H3K9me2,t statistic (moderated)__H3K9me3,t statistic (moderated)__H3ac,t statistic (moderated)__H4K16ac,t statistic (moderated)__H4K20me2,t statistic (moderated)__H4K20me3,t statistic (moderated)__H4ac,t statistic (moderated)__meDNA
ACIN1,0.2118019547284282,0.4573509720835728,0.2003620471418156,0.2116521562239615,0.2696125046640908,0.2510014450465136,0.1456868601333785,0.1801623078908003,0.2316647379082909,0.1622147831258691,0.1790401791738016,0.1584212075683106,0.1281756115137933,0.2517967297962141,0.0880176146264172,-0.3107504975903745,-0.120893940517823,0.0485588606275119,0.3281720178662997,-0.1379772305443359,0.3470125835574861,-0.2115512329147679,0.1448296245746557,-0.3326947184707406,-0.3100162174775036,-0.1149814923207124,-0.3310058768984651,0.1868064046159022,0.1872796396427256,-0.0278995204314568,8.66047767270809,5.8988190497478605,5.922834427277154,18.27151977271033,15.038473796883402,14.78819369173453,24.09223180788252,5.9574990784267134,11.874332705480212,19.08071959766924,24.097664251315525,23.7296701548418,11.862377853616662,14.8946809452264,27.05945873119235,0.093069146532042,0.1861327974398602,0.0816251611899833,0.1008498240626251,0.1265207439135365,0.1176140242077599,0.0706024887169954,0.0735011490052501,0.1062013414561106,0.0775247805099724,0.0867671416216174,0.0767119607339215,0.0587525011715354,0.1180612821285733,0.0429015279478297,0.0091554606760041,0.5404628175728619,0.5739180630797787,0.0043400714712911,0.2926367048604026,0.0100461264608724,0.0062432563969496,0.0966336068348926,0.0087495568029414,0.0007626229129412,0.1975420586984106,0.0002421968892173,0.0080329251123234,0.1336707530298733,0.5209722382155939,0.0613149939048574,0.9661754351117984,0.9074999109282078,0.0886538989562518,0.6169625816573278,0.0319295492167263,0.0213203320111599,0.3188909025551457,0.0769832153198959,0.0024015799087455,0.7092913092817749,0.0018162417658458,0.1630933405363987,0.2860701005776684,0.7150017620157069,0.0112628404593121,0.0524176810324678,0.0100595306422104,0.0114208083488425,0.0184629238519745,0.0159964695713164,0.0054359751383448,0.0081326375598691,0.0135631780164122,0.0067138197421301,0.0082099244344387,0.0064263553151074,0.0041518612903258,0.0161003602841992,0.0019874350232279,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Excluded,Neither,Excluded,Neither,Neither,Neither,-3.338920675321639,-0.6495036994051738,0.5949006399447191,3.254066339892804,-1.090550262956315,2.95043542549402,-2.996370761981981,1.970440279298364,-3.132679059503519,-3.998930605648402,-1.3251732184763547,-4.31491873928985,3.179548119500428,1.5862917653119404,-0.6503153096408137
ACTA2,0.1367650932128077,0.1596595008054336,0.4017423853276132,0.1052607514681948,0.1028745971613788,0.1153004806718656,0.1402447106994981,0.4001277571572196,0.1479876611901254,0.1449208956359167,0.140533763359291,0.1877841889667014,0.0933999571726585,0.2497106563907635,0.1308547040255075,-0.3728022085434039,0.8261019177892835,0.1442527174003819,-0.0215061077534006,0.0196907862155775,0.1607540603195557,1.403590298077539,-0.2298162637935197,0.0421307267137547,1.5518156995565904,0.1871632499988145,0.3884227396370858,2.4207383845531844e-05,0.7240800551426674,-0.2787981839116625,8.644195786856425,5.8988190497478605,5.882993376172194,18.28690770942348,15.08134850631444,14.841422893344586,24.06210506045688,5.944753034033343,11.874332705480212,19.05407628181809,24.088562295909973,23.7296701548418,11.862377853616662,14.8946809452264,27.05945873119235,0.0600787412113814,0.0649782581359345,0.163392452254517,0.0501585178485649,0.0482877624037787,0.0540445295287755,0.0679606395499854,0.1631553152531447,0.0678415208082526,0.0692532572776685,0.0681046579525699,0.090930334085816,0.0428122091901817,0.1170831737112752,0.0637811734126497,0.0001870387032255,1.650274496794571e-05,0.4119309301551931,0.6731040724900879,0.689165221726444,0.0095393218007696,8.103011603569887e-17,0.2090544447975401,0.5463248281480503,3.743894484067788e-15,0.0111733656396169,0.0002701937375909,0.9995582482953644,1.803610397969287e-05,0.0001641150955269,0.0047917534445399,0.0022113678257047,0.854131050227849,0.8726189933495226,0.8575030010037241,0.031027658450171,1.1114630916230033e-14,0.455997221807854,0.7661158554656501,2.024933442579445e-12,0.1785094763430273,0.0019005152728856,0.999847300253186,0.0002230178571457,0.0009198078609763,0.0046959538765672,0.0063880473250913,0.0404478732606688,0.0028248216133366,0.0026882015195358,0.0033757157719279,0.005037343708343,0.0401158918513525,0.0055346811556272,0.0053584614201938,0.0050582124139834,0.0090293427914143,0.0022045776169469,0.0158346903893765,0.0043927089477365,True,True,False,False,False,False,True,False,False,True,False,True,False,True,True,Neither,Neither,Neither,Neither,Neither,Neither,Strongly recruited,Neither,Neither,Strongly recruited,Neither,Neither,Neither,Neither,Neither,Excluded,Recruited,Neither,Neither,Neither,Neither,Recruited,Neither,Neither,Recruited,Neither,Recruited,Neither,Recruited,Excluded,-6.205226691280598,12.71351281933532,0.8828603488714334,-0.4287628238603542,0.4077800509976955,2.974474229329048,20.652988367556336,-1.4085735633984515,0.6210168376506925,22.40783698208792,2.748171059447365,4.271651957975977,0.0005654317846107,6.18432206943958,-4.371167367961408
ACTB,0.149707887277454,0.2287447900705303,0.2259180006983502,0.114453495682414,0.1119489977397904,0.1523866657488511,0.1378780319490651,0.1794683263095363,0.1483105938466865,0.1808969186780602,0.1361462904957028,0.2300336445869229,0.1266754272944676,0.2420812463207107,0.0832500269317665,-0.3299685040704169,0.8927592031499462,0.0252238853615359,-0.0187065934634894,0.0386120394069707,0.1587445596395245,1.3941007809410049,0.0827005835431827,0.0633818112178276,1.5518786584572235,0.2228021852537663,0.400985938340939,-0.018131016973257,0.749386638925543,-0.3200984096562477,8.660691671497482,5.8988190497478605,5.922834427277154,18.30430002000418,15.08134850631444,14.841422893344586,24.09223180788252,6.023872256288696,11.920691694814508,19.05407628181809,24.097664251315525,23.7296701548418,11.862377853616662,14.8946809452264,27.05945873119235,0.0657842847107056,0.093094604088523,0.0920363586107173,0.0545426677162859,0.0525471472390814,0.0714278518950269,0.0668181892731664,0.073415294068231,0.0680192274700722,0.0864450967886813,0.0659797399846831,0.1113886971441235,0.0580648541686267,0.1135059313241954,0.040577711316421,0.0008123936817685,8.136038093722197e-05,0.793342270586295,0.7355271479482699,0.473728656467798,0.0422294233949666,6.22927680680112e-17,0.3028290973261605,0.3699171038615703,2.1295761299797173e-13,0.0024860156496374,0.0014568155553903,0.7602676756305905,8.70585214095566e-06,1.7339966003525365e-08,0.010574220986891,0.007585026461042,0.9735474351391018,0.904695953359394,0.7347697487241794,0.0813734261802332,9.321263294540588e-15,0.5591741519932555,0.6379420913846228,1.9646098806413168e-11,0.07268205753849,0.0065008436073871,0.912876150665928,0.0001179453707444,1.741221586187339e-07,0.0056270083681693,0.0131123645004588,0.0127893499004331,0.003339825057398,0.0031833614048486,0.0058965443668832,0.0048688550611587,0.0080687201697163,0.0055593356134329,0.0083491147134941,0.0047473338929759,0.0135494234612229,0.0040552421786022,0.0148818772098336,0.0017779621656671,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,Neither,Neither,Neither,Neither,Neither,Neither,Strongly recruited,Neither,Neither,Strongly recruited,Neither,Neither,Neither,Neither,Neither,Neither,Recruited,Neither,Neither,Neither,Neither,Recruited,Neither,Neither,Recruited,Neither,Recruited,Neither,Recruited,Excluded,-5.015916879259136,9.58980611057787,0.2740643561119622,-0.3429717365640308,0.7348075287758615,2.222446222697854,20.864090992373885,1.1264762280502776,0.9318219799793374,17.95218833811774,3.376827270090617,3.5998799574979468,-0.3122545855467502,6.602180433947069,-7.888527944815594
ACTL6A,0.2828517502811524,0.1437162883964131,0.220204652642691,0.0810281864502149,0.0715532317983025,0.1187446038411292,0.1288044914809014,0.231305649450996,0.0934253069152048,0.1620816325244436,0.1516350523675383,0.1865084837698989,0.0993371171553908,0.2245663431214531,0.0828341354752215,-0.6749486597813682,1.1227019067630588,-0.04841032815334,-0.016357179429074,0.0310556607089253,0.1654029340185223,1.2229877463052825,-0.1150087374122615,-0.0052598395116214,1.2992918630457109,0.2094687441665341,0.2960145279506615,-0.0035588649942227,0.8104720813710024,-0.5497127061986153,8.640922653358494,5.8988190497478605,5.882993376172194,18.27151977271033,15.038473796883402,14.78819369173453,24.06210506045688,5.944753034033343,11.874332705480212,19.05407628181809,24.06989992147936,23.7296701548418,11.82461826070177,14.837331490867344,27.05945873119235,0.1242447912258214,0.0584896861048104,0.0895593283337594,0.0386090011715771,0.0335777011819908,0.0556412362810236,0.0624168681606046,0.094316741293162,0.0428286713374194,0.0774538478246745,0.0734814968283591,0.0903126021011448,0.0455173246004138,0.105257909224195,0.0403749975866528,0.0004775679834396,1.5292855392736334e-06,0.6086644637065599,0.67675757997293,0.3696275085167128,0.0096044360745192,2.685753217005487e-16,0.2688577439275061,0.904310738765653,7.205561696896191e-13,0.0088093365165013,0.0032123276713828,0.9389867613139804,1.4737831446460822e-06,1.2630483872845274e-13,0.0077079472527154,0.0004293259866213,0.9191980853471958,0.8730930974039667,0.6625473727928605,0.0311290022968606,3.400576765531563e-14,0.5219003264475119,0.9578035906851656,5.706804863941784e-11,0.1567917341614939,0.0116939998563497,0.9790075985087964,2.9065242270361976e-05,2.306020161633113e-12,0.0200857511126739,0.0051759560026346,0.0121521568218797,0.001673877558206,0.0013004058802251,0.0035801355207112,0.004249038024464,0.0134057640941385,0.0022058229969433,0.0067026369161625,0.0058888420989211,0.0089070784689838,0.0024935891472584,0.0128053225484093,0.0017602422369974,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,Neither,Strongly recruited,Neither,Neither,Neither,Neither,Strongly recruited,Neither,Neither,Strongly recruited,Neither,Neither,Neither,Neither,Neither,Excluded,Recruited,Neither,Neither,Neither,Neither,Recruited,Neither,Neither,Recruited,Neither,Neither,Neither,Recruited,Excluded,-5.432410108481839,19.194869754493737,-0.540539205172799,-0.4236623308741717,0.9248894241033346,2.9726682057014755,19.59386592673021,-1.2193883698206156,-0.1228111764239105,16.775046037568114,2.850632515772224,3.277665808135418,-0.0781870425264481,7.699868706728062,-13.615176199548296
ADAR,0.1385933669404601,0.2052935081907497,0.1371397497600519,0.0895150207514941,0.1208096685846733,0.182270984679271,0.1029959314599648,0.1474088100529193,0.0891100743466434,0.1017513895686933,0.1202143820781658,0.0969667288242537,0.0878449325259152,0.1326571015348861,0.0525806744994331,0.0571141688392638,-0.0793063123835184,0.0428003910710621,0.0568508259685067,0.0408387263057182,0.2350295138422784,-0.1998047918653146,0.073137091308942,-0.0658749996663023,-0.2715701686307495,-0.0463643461484897,-0.2230787010979095,-0.0240743182711368,-0.0768247732411409,-0.0616846776466943,8.660691671497482,5.8988190497478605,5.922834427277154,18.30430002000418,15.08134850631444,14.810940022773067,24.09586026922669,6.023872256288696,11.93046617102743,19.08071959766924,24.097664251315525,23.754492212145056,11.862377853616662,14.8946809452264,27.05945873119235,0.060900368548582,0.0835503963218964,0.0558691345961098,0.0426582692241471,0.0567062106065385,0.0854199693771869,0.0499140883182275,0.0603006745581269,0.0408720174863456,0.0486284541451245,0.0582587571285101,0.0469566180501892,0.0402659245404644,0.0621996461325943,0.025628861746909,0.3737462461105157,0.3797661262126744,0.4730426382963174,0.1989822125877906,0.4824272056964985,0.0149769460792896,0.0005197952653243,0.2705874353202048,0.133141493120044,2.1582887916852468e-05,0.4338981433277311,8.020384982536559e-05,0.5611590578034549,0.2359105480555909,0.0231840063533304,0.5828274794419057,0.9359160082060444,0.8650518102166734,0.5865864667725534,0.7414533428858195,0.041490188462897,0.00275994518298,0.5227397902433014,0.3713774525174728,0.0001238670089141,0.8205989687129221,0.0009375943007754,0.8320493001067742,0.4273821324076868,0.0729418476651779,0.0048225094682684,0.0105615831698813,0.0047127402387957,0.0020429485475122,0.0037072247247172,0.0084356868235238,0.0027169259852653,0.0054434709484594,0.0020069655985464,0.002641614951657,0.0037012720618543,0.0024076337415694,0.0019501385466956,0.0044688567320473,0.0007092609600087,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Excluded,Neither,Neither,Excluded,Neither,Excluded,Neither,Neither,Neither,0.9378296092527296,-0.9492033057266812,0.7660829433009019,1.3327035297607852,0.7201808385519117,2.751458652536672,-4.002973881671603,1.2128735183292425,-1.6117383901665647,-5.584593905047608,-0.7958347969253268,-4.750740371878431,-0.5978831616530718,-1.2351319986189229,-2.4068442155506067
ADNP,0.2823285088060023,,,0.190116880499301,0.1887717741373828,0.3829648720752422,0.222364442416711,,0.1151840825079442,0.1291150371377754,0.2666276422909802,0.2091139753731978,0.1953636359890046,0.2059208796932683,0.1572430783282653,0.1597684412156707,,,-0.1247965227124014,-0.23724754359476,-0.7395127646684218,0.5335546773101078,,2.257603502511341,1.2041443794797555,-0.3134340424499757,0.2362293551986057,-0.0477544833725239,0.4756259877268943,-0.1556351574718388,8.640922653358494,,,18.27151977271033,15.038473796883402,14.78819369173453,24.06210506045688,,11.874332705480212,19.05407628181809,24.06989992147936,23.7296701548418,11.82461826070177,14.837331490867344,27.05945873119235,0.1240149534122809,,,0.0905885122634956,0.088584709093876,0.179449324391867,0.1077547213327431,,0.0528034787995121,0.0617001216151884,0.129206261648984,0.1012588106982199,0.0895176978059306,0.096518476281185,0.076643389486701,0.2310665769200172,,,0.1849620171195992,0.0171647194924714,0.0009323549769292,4.668141936060281e-05,,2.2557121003358785e-14,4.689245024299643e-14,0.0231343929235726,0.0284664852471755,0.6035953413396502,0.0001880165139035,0.0522243024438178,0.4311461909235929,,,0.5640797926065972,0.2212572254058879,0.0106184872372495,0.0003729981372211,,3.8369662826713286e-11,5.0947815002014785e-12,0.2839702581763728,0.064117185224303,0.8463688705474492,0.0015022037367271,0.1453355298956132,0.0200115074341596,,,0.0092149462961244,0.009050957623266,0.0372382771482324,0.0126636613018477,,0.003352945762545,0.0042533560427788,0.018207111130534,0.0111970653251979,0.0096447117746524,0.0107671796206242,0.0063430308624087,False,,,False,False,False,True,,True,True,False,False,False,True,False,Neither,,,Neither,Neither,Neither,Neither,,Strongly recruited,Strongly recruited,Neither,Neither,Neither,Neither,Neither,Neither,,,Neither,Neither,Neither,Recruited,,Recruited,Recruited,Neither,Neither,Neither,Recruited,Neither,1.2882998123986646,,,-1.3776197400107932,-2.678199725681114,-4.121011696057061,4.9515665829853335,,42.75482513345688,19.5160778934889,-2.425842512969574,2.3329264245719443,-0.5334641589650013,4.9278232111877145,-2.03064032676744
AHCTF1,0.1049189475481428,0.2008791548666348,0.1228399057267102,0.0894740361054688,0.1351796169998009,0.1998199204864574,0.1048221808818643,0.1128369711932231,0.1135065401512271,0.0848524816265549,0.1838104192746574,0.0571128727993698,0.0901511718830845,0.1275229043438796,0.0638497133330809,-0.0823228220814848,0.000131201544587,-0.0628676115768476,-0.0994571791429788,-0.0236428776680426,-0.3592434145125853,0.0421686865891906,-0.1129555014241349,0.0526147067805041,0.2841960753335389,0.045082567473478,-0.0081787324661043,-0.0287242641042119,0.3104154116098042,0.1202726127274073,8.640922653358494,5.831755927880028,5.882993376172194,18.27151977271033,15.038473796883402,14.78819369173453,24.06210506045688,5.944753034033343,11.874332705480212,19.05407628181809,24.06989992147936,23.7296701548418,11.82461826070177,14.837331490867344,27.017881574115226,0.0460864488934383,0.0815214633958417,0.0499601589586652,0.0426333516293652,0.0634355803565949,0.0936314329223551,0.0507953734313721,0.0460101836924215,0.0520344483020727,0.040548402043384,0.0890734993661768,0.0276556436024989,0.0413082266852091,0.0597720660311696,0.0311193785922618,0.1090922520395098,0.9987695118519746,0.2558969267935434,0.0312739674592291,0.7145671539710214,0.0016554714025918,0.4146049948079042,0.0498262853854295,0.3321050122738747,1.1093234790974002e-06,0.6173714388200793,0.7700051739093599,0.5002646942957918,0.0001130236025634,0.0006315151021324,0.2886683887825151,0.9998587213466816,0.8114141680543088,0.2894137872608219,0.8656856436553,0.0147096701776809,0.5433438068899765,0.2534235904760134,0.6093965759200225,1.0336284652295776e-05,0.8860089472226481,0.8376203071360009,0.7997556331199914,0.0009926086962225,0.0031445276779737,0.0027636191090023,0.0101145236861598,0.0037816325957281,0.0020410117560501,0.0046413341877336,0.010137929442425,0.002814070576227,0.0031902295442343,0.0032559922729025,0.0018369916668023,0.0086530845981156,0.0008352300425679,0.0020537356770714,0.004129310864922,0.0010458336077409,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Recruited,Neither,Neither,Neither,Recruited,Recruited,-1.786269588091561,0.0016094110571831,-1.2583549149405535,-2.3328491742242976,-0.3727068868155262,-3.836782192690478,0.8301678625547132,-2.4550108771406625,1.011151429435032,7.008810730185332,0.506127723669481,-0.2957346639137825,-0.6953642508817024,5.193319090692472,3.864878354521968
AHNAK,0.4128874851611253,0.8201897176772962,1.137494754777289,0.1913254517810594,0.231216259404868,0.5009422582250158,0.2812646987673911,0.7283574764693829,0.2529962894510177,0.2966602011662871,0.3701447426245959,0.2782999801756895,0.2467311369875483,0.3726133563617855,0.3626636388167233,0.4076526151820252,0.6559754529613003,0.211858200605575,-0.1975292896967809,-0.2135313897795805,-0.71714708859197,0.1689686425459208,0.0750529918443018,0.2012578572312966,0.6611092207384868,-0.0814271865194623,0.0197800464720904,-0.1044505261604588,0.9946097631733732,-0.0703457440427275,8.640922653358494,5.831755927880028,5.882993376172194,18.27151977271033,15.038473796883402,14.78819369173453,24.06210506045688,5.944753034033343,11.874332705480212,19.05407628181809,24.06989992147936,23.7296701548418,11.82461826070177,14.837331490867344,27.017881574115226,0.1813639807517808,0.3328521871354264,0.4626299444559429,0.0911643826127847,0.1085025829245426,0.2347310585190007,0.1362969677482054,0.2969936265722596,0.1159802979327521,0.1417648238044843,0.1793700685068363,0.1347606010532588,0.1130548336099156,0.1746499599828264,0.1767567384227809,0.0523771399946041,0.0976306598177239,0.6634195197104735,0.0437074989003162,0.067791158390126,0.0081257873562055,0.2270378035803489,0.80900393942801,0.1085436098249772,0.0001681800730351,0.653923119891319,0.8845462392913896,0.3740113596838673,4.429620326807551e-05,0.6937718761794258,0.1847363058745127,0.7042716315627398,0.9259223210763982,0.3306382114443706,0.3577633943393812,0.0289073563214254,0.3489301817864186,0.8995772065596241,0.3369209494749749,0.0006626796907653,0.9002247685808036,0.920733695105347,0.7103573094220359,0.0004633949775237,0.8244527719883709,0.0427990150671359,0.1686181544361422,0.3242643385980394,0.0093324773441302,0.0135786676414345,0.0637157851449057,0.0202609151763737,0.1329254861723948,0.0161759537695571,0.02245415225958,0.0350892324748934,0.019831905584456,0.0153833072658878,0.0352547812837178,0.0337405936681952,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Recruited,Neither,Neither,Neither,Recruited,Neither,2.247704387013585,1.9707710458708985,0.4579431209424245,-2.166737535379084,-1.9679843928515464,-3.055186191025161,1.2397094765752452,0.2527090992171212,1.7352762565585935,4.663422159295728,-0.4539619525002237,0.1467791499703477,-0.9238926176376936,5.694875414063505,-0.3979805503904975
AKAP8,0.1303166649875382,0.105742622624444,0.0943148559739435,0.061747397290821,0.0663781167750455,0.0873810303523958,0.0609798769355405,0.1219626185901255,0.0808078283677426,0.074482164183472,0.0734451443926535,0.0599531909391115,0.0640371801195363,0.1054534253890766,0.0535112731010159,0.0926093685089262,0.0408939992367377,0.0178727600792886,0.0453565679082191,-0.0232464806411935,0.0383680121048734,-0.0012505185750779,0.0982143997533407,0.0597569214406581,-0.0413481525916465,-0.0022557049526431,0.0319409693329894,-0.0123158702481442,0.019834057175333,0.0134059529717291,8.640922653358494,5.8988190497478605,5.894207547230009,18.27151977271033,15.08134850631444,14.817519704563408,24.07039150626879,5.944753034033343,11.874332705480212,19.05407628181809,24.097664251315525,23.7296701548418,11.836170954880956,14.8946809452264,27.05945873119235,0.0572425902209482,0.043035155403843,0.0383768545827353,0.0294219263540832,0.0311568727371599,0.0409520889430837,0.0295505385573904,0.0497312399083382,0.0370444800978158,0.0355927449672562,0.0355932689206669,0.029031004748599,0.0293457456178392,0.0494445127081687,0.0260824539293769,0.1415525115771582,0.3792777371538786,0.6581286781542244,0.1403142040434636,0.4670720555074905,0.3638303961191038,0.9665943102397654,0.0961428440340961,0.1329630040179953,0.2597027608758024,0.9499910740283032,0.2822656633591874,0.6822351424977573,0.6940145983204574,0.6114355977214292,0.3273148333603629,0.9359160082060444,0.9259223210763982,0.515408534589477,0.7324638913743995,0.442314195430193,0.977281470918092,0.3188909025551457,0.3713774525174728,0.3218851120714171,0.98525978648074,0.3907931619484996,0.8811700069927267,0.8304721537505935,0.7728061180765498,0.0042635391010223,0.0028020684867438,0.0022291797183779,0.0009720503524772,0.0011191682489998,0.0019387581623325,0.0009523660769923,0.0037271131101305,0.001650245149975,0.0014154113174297,0.0013815427565516,0.0009203705234108,0.0010362760429813,0.0028239487206954,0.0007345888241206,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,1.6178402855542906,0.9502463475032764,0.4657171692056581,1.5415906954006915,-0.7461108448624261,0.9368999993675124,-0.042317962247941,1.974903499980373,1.6131127035085957,-1.161701707178949,-0.0633744812164024,1.1002364406464709,-0.4196816263771271,0.4011376811901779,0.5139835771598861
