,x_value,x_is_imputed,x_is_one_datapoint,x_is_significant,x_is_infinite,y_value,y_is_imputed,y_is_one_datapoint,y_is_significant,y_is_infinite,z_value,z_is_imputed,z_is_one_datapoint,z_is_significant,z_is_infinite,used_for_normalisation,marcs_feature_classification,x_is_in_bounds,y_is_in_bounds,any_one_datapoint,any_imputed,any_infinite,any_oob,is_outlier,to_label,colour,textcolour,z_order,alpha,edgecolour,linewidth,markersize,marker,rasterized,x_coord,y_coord
CENPV,-0.4422049212040946,False,False,False,False,0.6579671064606103,False,False,False,False,-1.100172027664705,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.4422049212040946,0.6579671064606103
CFL1,0.3534882850321104,False,False,False,False,-0.8508987151469327,False,False,False,False,1.204387000179043,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.3534882850321104,-0.8508987151469327
CHD1,3.99952515602244,False,False,True,False,0.501783656363326,False,False,False,False,3.4977414996591136,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,3.99952515602244,0.501783656363326
CHD4,1.858417334751873,False,False,True,False,1.5814393299563498,False,False,True,False,0.2769780047955237,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.858417334751873,1.5814393299563498
CHTOP,1.698675674459487,False,False,True,False,1.216486901420403,False,False,True,False,0.4821887730390841,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.698675674459487,1.216486901420403
CIRBP,1.8351926475588696,False,False,True,False,0.4561467481267662,False,False,False,False,1.3790458994321035,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.8351926475588696,0.4561467481267662
CKAP4,0.8721493917953573,False,False,True,False,1.13613322232521,False,False,True,False,-0.2639838305298525,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8721493917953573,1.13613322232521
CLIC1,4.27570311371033,False,False,True,False,3.4509678248104034,False,False,True,False,0.8247352888999266,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,4.27570311371033,3.4509678248104034
CLIC4,0.0124957460537302,False,False,False,False,1.5466106702067035,False,False,False,False,-1.5341149241529737,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.0124957460537302,1.5466106702067035
CLTC,-0.1746377334954232,False,False,False,False,0.6617040790580688,False,False,False,False,-0.836341812553492,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.1746377334954232,0.6617040790580688
CMAS,-0.0604714434546416,False,False,False,False,0.4883211917523553,False,False,False,False,-0.548792635206997,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.0604714434546416,0.4883211917523553
CNN1,1.0987116891694768,False,False,False,False,1.045002771091184,False,False,False,False,0.0537089180782928,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0987116891694768,1.045002771091184
CNN2,2.405683245405473,False,True,True,False,1.0600306282394172,False,False,False,False,1.3456526171660563,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,2.405683245405473,1.0600306282394172
CNN3,1.0065012211899005,False,False,False,False,0.4415210014277306,False,False,False,False,0.5649802197621696,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0065012211899005,0.4415210014277306
COL12A1,1.2907922336799231,False,False,True,False,1.3512221867847671,False,False,True,False,-0.060429953104844,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.2907922336799231,1.3512221867847671
COL1A1,-1.2722846107131716,False,False,False,False,-1.5787994872555728,False,False,False,False,0.3065148765424013,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-1.2722846107131716,-1.5787994872555728
COL1A2,1.3313831870106725,False,False,True,False,0.5851251537492033,False,False,False,False,0.7462580332614692,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.3313831870106725,0.5851251537492033
COL3A1,0.9269569907998978,False,False,False,False,0.7052705556747014,False,False,False,False,0.2216864351251963,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.9269569907998978,0.7052705556747014
COL5A1,0.1810426294831266,False,False,False,False,0.3324163592378433,False,False,False,False,-0.1513737297547166,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.1810426294831266,0.3324163592378433
COL6A1,1.1542093042540351,False,False,True,False,0.4956573957367958,False,False,False,False,0.6585519085172393,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.1542093042540351,0.4956573957367958
COL6A2,1.0963762416494447,False,False,True,False,2.4495440313106016,False,False,True,False,-1.353167789661157,False,False,True,False,False,,True,True,False,False,False,False,True,True,#bdbdbd,black,3,0.8,#525252,0.35,8,o,True,1.0963762416494447,2.4495440313106016
COL6A3,-1.5824799571558366,False,False,False,False,-2.2005372613297247,False,False,False,False,0.6180573041738882,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-1.5824799571558366,-2.2005372613297247
COPA,0.1900492877628785,False,False,False,False,-0.4848317140458817,False,False,False,False,0.6748810018087603,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.1900492877628785,-0.4848317140458817
COPB2,inf,True,False,False,True,inf,True,True,False,True,-0.5673288971459698,False,True,False,False,False,,False,False,True,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,diag-up-right,False,5.950825642939889,5.995174268548881
COPG1,1.6168501292070587,True,False,False,False,-inf,True,False,False,True,inf,True,False,False,True,False,,True,False,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,v,False,1.6168501292070587,-3.1125
CORO1B,2.135393829031948,False,False,True,False,1.5380109372473676,False,False,True,False,0.59738289178458,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.135393829031948,1.5380109372473676
CORO1C,2.1629999397228303,False,False,True,False,1.3638315750146577,False,False,False,False,0.7991683647081729,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.1629999397228303,1.3638315750146577
COTL1,0.6613793223095215,False,False,False,False,-0.0260617026235081,False,False,False,False,0.6874410249330296,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6613793223095215,-0.0260617026235081
CPNE1,-inf,True,False,False,True,1.0907330464584604,False,False,True,False,-inf,True,False,False,True,False,,False,True,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,<,False,-3.1125,1.0907330464584604
CPSF6,0.8319893338298208,False,False,False,False,0.5640256417169276,False,False,False,False,0.2679636921128931,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8319893338298208,0.5640256417169276
CPSF7,4.143157922998647,True,False,False,False,1.9645585224507196,True,False,False,False,2.178599400547924,False,False,False,False,False,Neither,True,True,False,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,4.143157922998647,1.9645585224507196
CRIP2,inf,True,False,False,True,inf,True,True,False,True,0.2042222020811799,False,True,False,False,False,,False,False,True,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,diag-up-right,False,5.9048901523678134,5.942120585275525
CRTAP,1.893854326858026,False,False,False,False,1.6499839193203734,False,True,False,False,0.2438704075376527,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.893854326858026,1.6499839193203734
CSDE1,1.3319734095958928,False,False,True,False,1.1086084134635463,False,False,False,False,0.2233649961323465,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.3319734095958928,1.1086084134635463
CSE1L,-0.2314392685743165,False,False,False,False,-0.2891958201036928,False,False,False,False,0.0577565515293763,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.2314392685743165,-0.2891958201036928
CSNK2B,0.1044334877014883,False,False,False,False,-inf,True,False,False,True,inf,True,False,False,True,False,,True,False,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,v,False,0.1044334877014883,-3.1125
CSRP1,0.6968909295028851,False,False,True,False,0.389056745378074,False,False,False,False,0.3078341841248111,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6968909295028851,0.389056745378074
CSRP2,1.0735333738758222,False,False,True,False,0.6972803583585581,False,False,False,False,0.3762530155172641,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0735333738758222,0.6972803583585581
CTBP1,2.6899179125807398,False,False,True,False,1.2722106857964377,False,False,True,False,1.4177072267843016,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.6899179125807398,1.2722106857964377
CTHRC1,-inf,True,False,False,True,0.7439163803328981,False,True,False,False,-inf,True,True,False,True,False,,False,True,True,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,<,False,-3.1125,0.7439163803328981
CTNNA1,0.0688473336121155,False,False,False,False,-0.1312728080709178,False,True,False,False,0.2001201416830333,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,0.0688473336121155,-0.1312728080709178
CTNND1,2.4858772042533026,False,False,False,False,2.570412896230799,False,False,False,False,-0.0845356919774964,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.4858772042533026,2.570412896230799
CTSD,1.8776431689822743,False,False,True,False,1.6857232636330617,False,False,True,False,0.1919199053492128,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.8776431689822743,1.6857232636330617
CTTN,1.1844890785636937,True,True,False,False,0.5213267199669165,True,True,False,False,0.6631623585967752,False,True,False,False,False,,True,True,True,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.1844890785636937,0.5213267199669165
CTTNBP2NL,1.2414654535722995,False,False,False,False,-1.235884482271615,False,False,False,False,2.4773499358439146,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.2414654535722995,-1.235884482271615
CUL4A,1.2579108539775774,False,False,True,False,0.8721826447254202,False,False,True,False,0.3857282092521572,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.2579108539775774,0.8721826447254202
CYB5R3,1.542232593263897,False,True,True,False,0.7278397975941147,False,False,True,False,0.8143927956697823,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.542232593263897,0.7278397975941147
DAZAP1,2.251586179840018,False,False,True,False,1.439542557258637,False,False,True,False,0.8120436225813812,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.251586179840018,1.439542557258637
DBN1,0.0475766440513396,False,False,False,False,-1.0950324013238202,False,False,True,False,1.1426090453751598,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.0475766440513396,-1.0950324013238202
DCD,1.3274333252784878,False,False,True,False,0.912674609303167,False,False,False,False,0.4147587159753207,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.3274333252784878,0.912674609303167
DDB1,2.1429258897867385,False,False,True,False,1.913785429084161,False,False,True,False,0.2291404607025775,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.1429258897867385,1.913785429084161
DDOST,0.0363348805675336,False,False,False,False,0.4051767566708086,False,False,False,False,-0.368841876103275,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.0363348805675336,0.4051767566708086
DDX1,1.3642667511077349,False,False,True,False,1.5078078615811847,False,False,True,False,-0.1435411104734498,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.3642667511077349,1.5078078615811847
DDX17,1.96668597237106,False,False,True,False,0.8387445155724045,False,False,True,False,1.1279414567986557,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.96668597237106,0.8387445155724045
DDX18,1.8255755375419296,False,False,True,False,0.9201053013936544,False,False,True,False,0.9054702361482754,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.8255755375419296,0.9201053013936544
DDX21,-0.19016262295208,False,False,False,False,-0.6839800984755726,False,False,False,False,0.4938174755234925,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.19016262295208,-0.6839800984755726
DDX23,2.5725850577071583,False,False,True,False,1.7825651183283462,False,False,True,False,0.7900199393788121,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.5725850577071583,1.7825651183283462
DDX24,0.4836458726109427,False,False,False,False,-0.3857344171326389,False,False,False,False,0.8693802897435816,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.4836458726109427,-0.3857344171326389
DDX27,0.6460363808143335,False,False,True,False,0.3233114954663527,False,False,False,False,0.3227248853479807,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6460363808143335,0.3233114954663527
DDX39B,1.4142040761029264,False,False,True,False,0.9650583819498664,False,False,True,False,0.44914569415306,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.4142040761029264,0.9650583819498664
DDX3X,1.016830013376019,False,False,True,False,1.084065493265939,False,False,True,False,-0.0672354798899199,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.016830013376019,1.084065493265939
DDX42,-2.672275391622538,False,False,True,False,0.4593536830867926,False,False,False,False,-3.1316290747093305,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-2.672275391622538,0.4593536830867926
DDX46,1.0535537953192318,False,False,False,False,0.661261090195925,False,False,False,False,0.3922927051233067,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0535537953192318,0.661261090195925
DDX47,0.609672886009978,False,False,False,False,0.5966784499765758,False,False,False,False,0.0129944360334022,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.609672886009978,0.5966784499765758
DDX5,1.512795059608294,False,False,True,False,0.3087511606909068,False,False,False,False,1.2040438989173872,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.512795059608294,0.3087511606909068
DDX50,0.655730651766099,False,False,True,False,1.159426430646704,False,False,True,False,-0.5036957788806049,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.655730651766099,1.159426430646704
DDX54,0.8224563299369443,False,False,True,False,0.9091350715367524,False,False,True,False,-0.0866787415998082,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8224563299369443,0.9091350715367524
DDX56,1.5647547830790742,False,False,True,False,1.4801061798281374,False,False,False,False,0.0846486032509368,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.5647547830790742,1.4801061798281374
DDX6,0.8486191317694249,False,False,False,False,0.4725837824587451,False,False,False,False,0.3760353493106798,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.8486191317694249,0.4725837824587451
