Label,H3_1,H3_2,H3_3,H4_1,H4_2,H4_3,H3K4me3_1,H3K4me3_2,H3K4me3_3,H3K4me1_1,H3K4me1_2,H3K4me1_3
MBD1,3804846.83333333,2654568.875,3138831.75,2835032.58333333,2955355.29166667,2576640.08333333,1818428.91666667,1674078.57291667,2220967.25,5205787.66666667,4796080.08333333,3128041.29166667
MECP2,4428180.375,2807674.20833333,4787796.47916667,3961343.375,4190742.625,3542126.75,1591375.6875,1046067.91666667,1635298.0625,3985021.97916667,3554316.89583333,4436076.47916667
MFAP1,,,,,61034.89453125,,,82995.5234375,156285.609375,267984.90625,134553.28125,75024.328125
MACF1,7885344.0,6282869.33333333,2057654.5625,3296856.33333333,4584524.75,1032347.5,2182959.6875,2266176.41666667,1682940.14583333,142827.864583333,,
MAP4,2199774.20833333,1375854.91666667,1836926.70833333,1683695.22916667,2723549.41666667,1326934.33333333,1497779.72916667,1451034.8125,2617228.625,5235608.91666667,3676438.5,2069939.33333333
MAPK1,257581.208333333,369361.333333333,545289.833333333,40609.0546875,109377.59375,530092.958333333,,,642977.541666667,271200.53125,,899034.989583333
MAP4K4,,588874.3125,796649.4375,1328174.875,213940.328125,681328.9375,1328251.5,806500.3125,2024989.0,324354.03125,601185.0,442707.75
BUB3,1449527.875,,2255811.16666667,3255875.66666667,1705715.83333333,1551753.66666667,894047.375,796510.5625,733048.958333333,610027.375,999303.625,
NIFK,3283179.25,2082290.0,2143100.08333333,2287203.66666667,2125111.66666667,1356287.875,1687609.04166667,1085457.8125,1339510.20833333,2191411.5,1776919.83333333,1769127.125
MSN,5541732.66666667,3845825.45833333,14826518.3333333,16975570.5,5190053.08333333,25317594.875,9097973.125,10906995.6666667,5363626.625,6046165.75,8760673.66666667,3686371.25
MORC3,,,1027634.0,370772.0625,,,1535309.875,784033.0625,1534957.125,,247597.09375,977136.125
MORF4L2,1319211.375,1105139.97916667,2288694.16666667,1474422.16666667,1004124.75,1229646.91666667,151938.78125,307976.979166667,1466342.08333333,1616631.75,1597776.29166667,1851628.1875
RAE1,5080996.5,7081119.0,939612.3125,,6376846.5,,65957.203125,142752.90625,5682471.40625,7835345.5,2150673.25,3659161.15625
MRTO4,2620272.625,1950057.375,811390.9375,2030386.5625,1244965.65625,803675.0625,1177345.15625,913973.90625,1666575.0,2876235.75,2218746.25,2711443.5
PLOD3,,743464.333333333,104601.020833333,,3279786.33333333,117818.958333333,100288.625,,114458.885416667,,,
MYBBP1A,2727302.64583333,1271928.02083333,3138576.5,1304007.79166667,2057103.125,1845904.29166667,762134.979166667,1012720.25,3107928.5625,2677527.4375,2923335.91666667,2567806.04166667
MYOF,215098.8125,,,188137.041666667,859508.109375,93853.6041666667,337282.59375,183660.020833333,647572.416666667,663186.729166667,475364.635416667,
MYLK,,,,,1228030.91666667,287989.3125,300051.0,,451569.333333333,1492980.04166667,266905.583333333,241444.479166667
MYL6,2169623.70833333,1452467.4375,2682810.08333333,1144583.9375,4044051.0,1621842.14583333,1885866.27083333,1991710.20833333,3457689.70833333,2502818.33333333,2575902.33333333,1558522.91666667
MPRIP,,,,,,,,,,,,
MYL12B,2501006.875,2445095.5,3852776.66666667,2526183.83333333,4751040.70833333,2464358.45833333,2020810.29166667,1830648.16666667,3227159.0,2947824.0,2837772.41666667,3502799.5
MYL9,590798.958333333,615858.166666667,974105.166666667,147926.354166667,1724093.0,764264.375,368895.71875,401257.010416667,801607.458333333,416276.583333333,436735.833333333,454015.0
MYH10,,392060.25,718561.666666667,389454.125,1133365.41666667,606874.645833333,374596.125,434910.583333333,1062035.90625,1064064.33333333,943569.333333333,560363.666666667
MYH7,,,,,,,,,,,,
MYH8,,,,,,,,12539.287109375,,,,
MYH9,157826496.5,172895129.666667,324044991.666667,177502879.333333,171266552.5,157394326.583333,108946441.458333,97504731.0833333,167316380.0,148336707.333333,270052406.666667,510440685.166667
MARCKS,,,,,,,,,,,,
CMAS,2825384.5,2262054.83333333,4289154.58333333,2644705.08333333,2586849.75,2623529.33333333,1053377.4375,625037.302083333,2017633.45833333,2871193.16666667,3097761.20833333,2784551.08333333
CYB5R3,397319.40625,240634.84375,570347.5,229108.0,259857.671875,144885.3125,,233858.9765625,,347015.53125,335882.96875,341870.09375
NACA,3800496.47916667,3038626.22916667,5098651.08333333,3810395.16666667,5066724.70833333,3895871.75,3959639.13541667,2254233.6875,4522797.41666667,5288540.35416667,5021849.75,5178285.8125
SYNE1,,,,,,,,,94585.21875,,,
NES,2874702.95833333,2329630.08333333,3868433.66666667,724246.010416667,2595597.02083333,1065715.64583333,2259916.16666667,1307025.02083333,2763384.29166667,1463579.9375,992728.25,211300.270833333
AHNAK,78505311.5,51777997.125,73185988.3333333,53676131.5833333,56004629.5833333,57861096.9166667,13214851.875,3099863.91666667,4952158.33333333,16223233.25,6620014.0,63523879.0
GANAB,,,301172.5,118981.21875,,208692.479166667,172139.46875,473118.75,953892.333333333,590340.75,649282.770833333,510148.458333333
SLC1A5,,,,,,,,,,,,
NEXN,,252367.75,493851.458333333,4684781.53125,129308.84375,,634113.390625,821250.666666667,1428808.54166667,478829.208333333,409597.958333333,613320.0
SNU13,2704896.91666667,2280320.08333333,3571924.16666667,2361133.41666667,3359750.83333333,2093709.83333333,2070364.83333333,1426974.08333333,3087747.0,2441417.97916667,2397147.375,3680409.58333333
NID2,3988104.25,2623480.66666667,5960721.0,7465003.33333333,3486302.63541667,8459272.4375,358508.057291667,638032.5,667638.854166667,906806.1875,1823903.96875,1603479.47395833
NOMO2,,1511252.83333333,903150.166666667,,1514255.33333333,1423816.5,,,83181.4375,136397.260416667,105104.104166667,107178.145833333
HMGN1,40795613.3333333,22430886.5416667,41341491.6666667,41705668.6666667,34457907.0,39537083.6666667,16680000.8333333,17478521.5,20481229.5,28484717.0,37741977.3333333,325519429.0
HMGN2,2945086.3125,1502678.1875,3615046.25,663741.625,2604948.4375,3373880.0,521174.234375,414923.625,2133710.6875,3188397.6875,593919.5625,793439.125
NONO,5496739.125,2587969.33333333,4497324.54166667,4762244.60416667,7210042.14583333,5155649.0,6298264.02083333,3735732.0,10286557.1875,7947863.6875,6175660.6875,6888716.72916667
SP100,686862.625,,,459198.125,447263.28125,364134.84375,,169634.6875,261058.203125,388100.90625,359834.28125,425230.84375
NCBP1,,,,,172978.458333333,,62793.8020833333,,129523.90625,,,
NFIC,1537530.671875,1210353.5,215007.984375,1094617.53125,1248164.5,875553.203125,1498884.78125,1384093.625,2318329.875,1685807.15625,1450212.25,1382424.28125
NUMA1,100915918.666667,125411199.25,109137307.0,80973466.5,81592014.0,51751135.5,46409890.1666667,44813922.7916667,73281305.8333333,81994262.25,93256601.0,97197233.8333333
NUP107,,,,,,,,,,,,
NUP133,299929.3125,,,167168.078125,420414.84375,549517.40625,113117.6796875,104864.78125,162300.171875,387778.1875,199920.078125,
NUP153,,383956.84375,320044.59375,,460852.46875,,,,,486740.84375,,
NUP155,,177869.0,186488.4375,,806081.302083333,,415339.125,238801.916666667,181666.208333333,190591.333333333,,326957.541666667
NUP160,749858.125,638372.75,,,884483.625,767708.53125,190056.0625,275801.9375,326005.59375,,,465428.28125
NUP205,,,,57486.7760416667,,,,,84403.390625,,,49399.421875
NUP88,,,,,,,,,,,,
NUP93,2411090.66666667,1530670.83333333,4876327.33333333,2374613.66666667,1931680.16666667,2863832.33333333,2509733.0,1479738.66666667,1301912.58333333,899872.697916667,3271128.79166667,3861869.33333333
NUP98,70374.6640625,,,,,,,,40122.9609375,,,
NCOA5,566119.916666667,239949.799479167,406075.333333333,197143.854166667,,350402.427083333,297793.1875,256802.8125,551233.3125,156515.34375,,289193.78125
NOLC1,1371013.625,2090502.58333333,2520484.58333333,1189837.9375,1414591.70833333,959089.125,857806.75,1009275.70833333,5327466.95833333,3632996.8125,2862354.60416667,4082598.04166667
NOC2L,312725.104166667,225835.083333333,445064.916666667,239409.145833333,418563.9375,260724.416666667,175216.416666667,112384.708333333,248893.479166667,314600.885416667,388907.645833333,159594.90625
NOC3L,2223479.3125,765014.072916667,401412.166666667,4680132.01041667,3826841.70833333,6656987.75,678804.989583333,106974.479166667,665551.020833333,1190417.46875,631302.145833333,353570.791666667
GNL2,975326.770833333,585254.25,1307018.625,901225.229166667,822906.5,982021.666666667,865370.125,201785.109375,635258.791666667,3308757.875,947492.458333333,1305496.25
NOP16,1548463.60416667,705977.854166667,2243958.47916667,1133945.32291667,1245930.33333333,1292359.85416667,1030964.16666667,602184.0,990985.791666667,1648739.86458333,1896966.45833333,1134620.33333333
NOP56,5666904.5,3321387.33333333,7801940.0,4556581.08333333,4777505.33333333,4302832.83333333,4265875.0,3217640.58333333,6138454.83333333,5775768.16666667,5782478.5,4649010.5
NOP58,3708202.70833333,2708989.04166667,4393655.5,2495864.29166667,2297064.875,3063414.58333333,2452499.45833333,1773354.91666667,2927157.625,4313982.33333333,3829448.0,3880891.41666667
NOL6,1102834.70833333,1162176.625,878580.333333333,856894.453125,329567.177083333,315290.291666667,563367.447916667,698114.916666667,1304195.625,1155136.125,996182.875,266909.979166667
NOL7,1777245.75,1196096.0,2203295.5,763814.6875,,867493.0625,1116693.125,968290.3125,1353039.875,1702818.875,1470468.375,900597.125
NOP9,,,,,,,326106.859375,135827.423828125,,138902.375,,
DDX21,5892346.58333333,14379744.625,10305178.75,18049461.5,5137099.41666667,11059800.9166667,3022377.54166667,1695969.82291667,8442313.125,5364814.0,10226356.0833333,1682345.83333333
UBTF,8391292.66666667,3981839.11458333,7341100.75,7600906.83333333,6317351.83333333,9784372.66666667,5293468.5,3941922.33333333,7112632.66666667,3430929.33333333,4935935.5,5385216.5
NCL,30255566.0,22076638.3333333,35792724.0,26326759.3333333,25168611.3333333,21438880.0,20863672.1666667,17079420.0,31700644.0,40440678.0,36096658.6666667,34457480.6666667
TIA1,,,,,320073.4375,,,,,,,
TIAL1,,,,,,,,,,,,
NPM1,76792252.9166667,57343871.6666667,108624472.333333,50979794.1666667,56231716.2083333,43450361.7395833,26948164.6875,28188106.4479167,62340994.1666667,85813957.0,77408991.1666667,67860661.3333333
TPR,212538.6875,449924.625,359446.802083333,511302.375,,352719.385416667,,1245756.83333333,1331585.05208333,,,621069.3125
NAP1L1,2474274.44791667,1952959.20833333,1308860.22916667,476738.322916667,1580875.0,612172.15625,721479.958333333,324188.604166667,1436922.91666667,2844201.36458333,1336938.70833333,3339731.25
NACC1,,,,,,,,159907.5,277078.1875,,,
SIN3A,2127836.83333333,845926.25,,,,,2784073.08333333,2002857.97916667,4224168.25,,97235.4479166667,
PALLD,917376.135416667,1270705.22916667,2206736.70833333,890992.427083333,2212450.33333333,1214387.47916667,1376081.78645833,1120776.0625,1860071.875,1439783.875,1190688.60416667,397327.802083333
PSPC1,939552.208333333,220624.5,2381915.91666667,1191856.33333333,1459119.95833333,1351650.54166667,1367634.29166667,1329952.26041667,2212967.625,690218.916666667,,444637.166666667
CCDC47,1047676.125,911336.458333333,960147.166666667,764146.541666667,813150.0,,512906.208333333,777813.666666667,1777968.54166667,1497609.16666667,1788657.875,1277985.20833333
PSIP1,12649039.3333333,7576332.66666667,15962235.5833333,9440823.5,11985155.625,10347060.5,4856962.17708333,4250288.16666667,7506460.58333333,16553236.3333333,14474424.7083333,14450009.5
PDLIM1,1469849.5,978739.291666667,2173529.75,629518.5625,1899443.94791667,870582.041666667,1373345.8125,1084539.35416667,1777942.25,1786746.95833333,1281845.08333333,573823.729166667
PDLIM2,,,,,,,,,248959.546875,,,
PDLIM4,3987478.04166667,4453558.70833333,19371768.6666667,4258981.95833333,2365650.27083333,3994446.9375,2747623.70833333,3979067.58333333,4472382.875,455741.333333333,4528863.70833333,8987844.0
PDLIM5,617611.916666667,596820.260416667,827367.0,327439.479166667,751968.916666667,686047.208333333,476319.458333333,139199.8125,823247.208333333,334877.166666667,316206.875,450390.604166667
PDLIM7,2126054.54166667,1534928.66666667,3554409.58333333,801786.5,2242480.14583333,1299985.125,1183292.32291667,1142433.8125,2397420.79166667,2390162.45833333,1337198.66666667,1403687.75
PPIA,11450638.5416667,10210917.4166667,17844544.9166667,16216186.6666667,16140437.1666667,18463652.3333333,7390340.5,4713013.0,8536891.39583333,11121101.4583333,12769044.375,10898662.3333333
PPIB,1974276.89583333,1541372.20833333,2538494.20833333,1462930.91666667,3414189.66666667,1959576.875,882151.270833333,1477406.97916667,2508852.0,2545850.64583333,2076735.66666667,893799.916666667
FKBP10,,,184114.791666667,,420453.375,74128.2083333333,93247.1979166667,104369.53125,236101.4375,,178533.854166667,
FKBP3,300471.1875,819227.96875,1729071.625,526260.859375,306257.53125,713058.9375,922538.53125,960336.46875,1015129.5,1496286.75,1830560.375,360604.8125
FKBP9,,,925724.166666667,494020.75,,543943.333333333,,,,336828.458333333,,705797.833333333
BRPF1,1855970.35416667,1175162.63541667,1480643.04166667,1064250.72916667,567800.229166667,646433.854166667,2237955.66666667,3273281.75,5722063.5,1502292.75,1272551.4375,1619903.08333333
PWP1,1154858.60416667,305490.375,545910.625,836093.291666667,329386.291666667,751681.197916667,362424.979166667,304466.5625,709025.0625,1046240.58333333,787748.708333333,743901.5
PXDN,,,,,,,80118.1927083333,,106661.65625,,77834.875,
PRDX1,1770653.25,1863435.91666667,6085156.08333333,3062289.33333333,4041041.91666667,3727182.83333333,3261062.08333333,2010280.375,4050580.0,3282860.33333333,2927634.58333333,8334644.33333333
PRDX2,3404272.29166667,2966757.33333333,6122309.58333333,2963021.66666667,2033024.75,3195572.375,2600349.58333333,1777995.34375,2849570.54166667,2914312.58333333,2188018.66666667,7157875.33333333
PRDX4,,,619413.416666667,403922.708333333,375392.4765625,84380.2708333333,254335.973958333,134783.989583333,102777.010416667,,420159.010416667,
PRDX6,1492932.25,763330.270833333,2347347.58333333,1119169.125,2245846.33333333,1711451.04166667,1317228.375,1042265.54166667,1440123.125,1607122.58333333,1774057.25,1370345.875
PES1,3539300.58333333,2391384.45833333,3611513.95833333,2372176.91666667,3587961.54166667,2188699.0625,1226554.35416667,1751993.41666667,3832705.33333333,4470730.66666667,3864763.5,2353575.0
PHF6,2402608.0,2022247.8125,3011263.9375,1817562.84375,2083380.75,1718515.90625,1370165.5,1149388.96875,2491926.0625,2730331.25,2456585.25,1884606.125
PHF5A,,,,,,,,,,,,
PHIP,2592647.66666667,2460750.25,4170501.91666667,2046218.58333333,338746.666666667,2166613.375,2411989.625,1844600.66666667,4745066.41666667,6128026.0,6296200.0,6234875.83333333
PICALM,,,286456.666666667,67647.5625,235758.3125,52445.703125,151160.197916667,142208.375,140406.25,643537.3125,499547.28125,208255.791666667
PTDSS1,8524613.125,,,890182.125,,,1359213.15625,779926.671875,,4563759.0,,
PGK1,650595.916666667,197509.916666667,999153.796875,411293.479166667,648518.979166667,335658.625,148499.104166667,258606.645833333,684951.489583333,511615.260416667,,446418.15625
PGAM1,486289.583333333,407601.208333333,1098204.75,510199.625,268725.8125,587152.625,694312.875,637439.125,790246.166666667,296647.6875,,517366.75
PLAA,,,,349929.125,,,,,,,,
PPP1R18,1551148.66666667,1389250.0,1822193.0,328353.729166667,832532.830729167,1146699.25,868972.75,,,410209.791666667,,476190.458333333
PNN,3007556.95833333,546575.0,4228380.79166667,4153202.8125,1141022.3125,4442358.625,2969397.08333333,2573259.79166667,2223669.0,2177104.41666667,2210944.97916667,1035294.20833333
PKP1,6720771.91666667,7354988.16666667,10499356.4166667,4607365.83333333,4734091.58333333,2377744.25,3904652.20833333,5490684.33333333,7674645.375,5414203.41666667,9044929.66666667,10942613.3333333
ATP2B4,1460826.16666667,,,2666696.5,,,265291.916666667,,,1271622.33333333,,3189876.66666667
SERPINE1,,,,,,,,,,,,
SERBP1,11042115.5,7067637.58333333,13213078.75,10759054.3333333,11011940.6666667,7709444.625,9804853.08333333,11370656.8333333,19483782.3333333,17484381.3333333,19443637.5,18067240.0
PLS3,,,182787.020833333,,,,,,,,,
PLEC,96973189.3333333,93728065.3333333,132060344.0,36775104.0,65801888.0,49639277.3333333,39357162.0,46447205.3333333,112276717.333333,78271430.6666667,122434026.666667,254042762.666667
PARP1,19001666.0,15704950.8333333,25890836.9166667,19368624.8333333,18408483.3333333,19929957.25,11195566.8333333,7660036.22916667,13908493.3333333,17070766.5,16589373.0416667,15006039.7708333
PCBP1,2724374.95833333,1660013.33333333,3510425.83333333,2204883.58333333,2423944.79166667,2490746.5,2501622.625,1761245.66666667,2958378.29166667,2436252.875,3328473.1875,2190655.5
PCBP2,6719261.91666667,4425363.91666667,6920207.58333333,3152736.83333333,6478952.66666667,4556185.0,5599683.83333333,4355371.04166667,6596631.0,7948880.0,6272108.66666667,5082951.375
PUF60,,,,,125117.416666667,,,47505.875,193524.020833333,,,
PABPC1,2580275.95833333,1997802.33333333,4001777.16666667,3777840.72916667,3013415.390625,2957279.52083333,4931442.75,3439041.29166667,3682576.0,2616003.66666667,3427625.95833333,2274123.33333333
PABPN1,118535.96875,2491944.625,1679850.75,768964.083333333,2495991.60416667,2439707.26041667,2955745.92708333,2051707.21875,1408890.5,2176241.79166667,1585776.91666667,
PABPC4,,,532780.645833333,124840.760416667,320468.979166667,92524.3541666667,249430.020833333,93973.15625,129646.15625,293929.989583333,170677.479166667,
POLDIP3,229114.75,56881.8828125,740216.5,,,414793.125,323985.0625,178684.84375,291731.6875,,310744.125,
PTBP1,7623712.45833333,5156166.16666667,6569833.0,4704224.66666667,9525236.20833333,4076447.66666667,4947498.1875,3442851.0,13103330.6666667,9338293.66666667,9376521.83333333,11204732.3333333
LMNA,414818997.333333,305270688.0,514873004.5,363413930.666667,414930997.333333,407334327.708333,121638227.854167,104520381.333333,184888789.333333,331395941.333333,325328501.333333,285442368.0
PRPF19,916491.270833333,275707.125,1862585.58333333,777492.833333333,1202347.33333333,1178821.08333333,325984.604166667,226493.895833333,1076473.08333333,1320322.04166667,1145359.04166667,1096002.20833333
PRPF40A,,,,,,,182809.604166667,252183.541666667,442963.854166667,246517.5625,405035.760416667,
PRPF6,118594.927083333,197602.333333333,,,491025.479166667,117909.645833333,156097.333333333,313580.96875,426186.0,295062.5625,200856.520833333,
PRPF8,1045147.45833333,487898.458333333,1631215.91666667,293756.0,1115951.89583333,492079.333333333,787893.5,541931.440104167,1440726.5,1085833.66666667,1599308.75,1498857.125
DHX15,3808972.85416667,1862056.29166667,4440106.0,2376789.51041667,4260598.375,3278057.11979167,2105667.39322917,1472682.75,4073321.16666667,5418837.96875,5143936.36458333,3653403.0
RBM22,609584.8125,,,75166.96875,,218639.75,562769.953125,595948.96875,1651749.03125,3789657.25,217137.625,1840067.625
FTSJ3,7601610.33333333,13724010.6666667,1950658.75,11406619.5833333,12696610.3333333,1432779.53125,746523.666666667,877403.645833333,1586164.17708333,3026511.85416667,1644258.10416667,6907297.4375
TSR1,,1414740.25,3646262.625,263961.625,365841.84375,352044.625,183783.515625,362479.8125,318808.1875,648290.484375,386823.65625,479606.0625
PAWR,,,,,,,,,,,,
NOP2,7201564.4375,5551548.0,10836955.7291667,7573746.875,6060802.0625,7852543.375,4059514.66666667,2629625.1875,4406696.625,6726041.375,7872880.83333333,6644704.75
DDX17,3429947.16666667,3134772.75,5081957.16666667,3539518.66666667,4056571.20833333,2898336.875,5669318.66666667,4269724.91666667,7989175.66666667,5717627.16666667,4811055.83333333,4011142.16666667
DDX23,335849.25,328495.0,272647.104166667,100625.770833333,420107.4375,,602329.072916667,403092.010416667,953870.625,656498.21875,954488.145833333,425783.166666667
DDX27,3724962.20833333,2516813.33333333,4822918.83333333,2482558.83333333,2373079.25,3136492.875,1839449.83333333,1481274.60416667,2760736.25,3240043.54166667,3539087.75,1997012.75
DDX46,310041.270833333,533634.729166667,376044.25,237937.145833333,247040.083333333,283852.395833333,,204969.083333333,374431.041666667,566170.78125,331725.1875,274434.645833333
DDX47,1235531.25,484186.53125,1513901.8125,356624.09375,467675.4375,420798.75,439758.96875,237720.765625,581908.3125,627274.875,409762.5625,1371940.4375
DDX5,4759191.16666667,3477005.54166667,5358191.875,3527594.95833333,4513774.0,3541705.79166667,5600445.91666667,3352654.54166667,5943230.16666667,2462209.75,4322520.5,5106649.5
DDX56,1486884.5625,1417838.34375,683998.6875,396936.4375,650831.453125,390683.28125,407777.53125,824164.03125,1995787.0625,2301003.875,2073188.3125,702221.1875
DDX6,692632.229166667,738524.354166667,1069075.6875,960195.229166667,677321.104166667,252856.25,388518.625,379365.177083333,806885.729166667,362168.875,1278595.875,
SMARCA1,1486561.375,1538353.40625,1624183.21875,1494548.28125,2072368.3125,1060606.921875,884452.75,259248.921875,613580.4375,753086.125,1282312.21875,1712043.75
IGKV2D-24,5869663.91666667,4946366.58333333,3108506.375,3525496.08333333,5185976.0,2034474.85416667,387025.833333333,581778.166666667,,516631.041666667,679291.291666667,
EBNA1BP2,10552388.8333333,8269903.91666667,9520107.5,3589119.70833333,2781817.91666667,2842297.41666667,2799088.66666667,2265307.58333333,4096121.0,3451833.5,2822086.08333333,3020153.08333333
USP9X,,,,,,,,,,,,
PCOLCE,,,450598.333333333,,,,,,,,,
COLGALT1,,,,,,92307.75,,,,,,
PLOD1,104101.5,113347.71875,278620.239583333,,588221.0,297096.0,,126885.416666667,440604.125,352394.760416667,,
PLOD2,,,,,,,,,,,,
PFN1,54913039.0,53212883.5416667,83428691.0,54801185.9166667,41238086.0416667,50437729.6666667,34701586.5208333,38323595.1666667,48784003.0,30569466.2708333,54036603.3333333,44165083.5
GRN,2474291.1875,355112.895833333,2957040.83333333,4059065.20833333,3109625.29166667,3745523.41666667,3396889.33333333,3154921.16666667,5674087.83333333,3047655.29166667,1482049.29166667,2677910.8125
PIP,18369700.4583333,22298122.125,31958546.5,18347875.4166667,17060095.6041667,25351572.3125,5635987.72916667,3276648.66666667,15497110.8333333,17889522.4375,20677974.6666667,20513898.2083333
PCNA,816040.270833333,507496.3125,1138058.64583333,716850.770833333,890784.645833333,502002.645833333,210776.645833333,353158.854166667,679357.986979167,194544.932291667,276651.822916667,156699.197916667
PA2G4,3240744.16666667,2352933.16666667,7259949.0,2471246.83333333,2696683.91666667,2094470.20833333,3173858.5,2837287.5,4428972.75,4558963.5,5741344.66666667,2814101.08333333
PELP1,,,,923191.666666667,,1374768.08333333,,,78199.8385416667,245142.770833333,452435.473958333,
P3H1,267898.395833333,,142098.447916667,37346.7083333333,251773.583333333,121911.25,,106491.708333333,486565.244791667,240694.791666667,1965944.66666667,2019173.66666667
P4HA1,136443.458333333,,276262.9375,242334.020833333,502219.942708333,342584.53125,282001.958333333,216809.6875,628207.791666667,408110.208333333,252963.729166667,133443.71875
P4HA2,,,1591862.16666667,,959749.166666667,,,438344.0,113514.65625,,,
PSME3,,,,,,230302.390625,,119434.859375,305215.125,176103.65625,217199.125,
PSMA1,,113135.34375,341699.770833333,119774.927083333,187190.3125,241609.8125,101043.010416667,121037.5625,325689.833333333,,67496.0729166667,
PSMA2,692970.5,120832.125,292235.770833333,167872.9375,50892.6145833333,303697.3125,130025.802083333,180044.796875,,547153.145833333,210974.666666667,881065.375
PSMA3,401608.083333333,812055.0,567425.666666667,266655.1875,557473.583333333,380985.197916667,304339.958333333,258654.145833333,773974.708333333,792669.583333333,1103393.45833333,1768991.33333333
PSMA4,,37805170.6666667,14364161.3333333,,2127515.94791667,175261.770833333,22904066.6666667,66141.8489583333,,17354016.0,,17900588.125
PSMA5,,142860.90625,529865.916666667,190741.354166667,163756.270833333,438677.520833333,221148.25,426495.828125,113818.3125,562747.833333333,632630.791666667,791666.270833333
PSMA6,263070.875,,489577.75,,412449.71875,,197095.15625,432626.3125,453292.34375,,,1757058.625
PSMA7,375624.666666667,517508.958333333,760762.854166667,,512470.333333333,341839.1875,264150.552083333,337576.395833333,637530.791666667,214815.541666667,504790.729166667,660935.375
PSMB1,481334.416666667,700857.34375,1075615.33333333,557641.375,587013.541666667,346547.458333333,431041.833333333,652177.796875,1049615.33333333,525691.229166667,777451.583333333,997868.25
PSMB2,954211.6875,,1075049.75,,480792.0625,798179.5,,333488.5,1430670.625,1342612.875,540918.125,2507918.9375
PSMB3,325255.625,178524.666666667,669780.541666667,,408003.0,467103.25,,,485525.291666667,450449.0,,910964.833333333
PSMB5,617018.604166667,137161.989583333,415456.5,178530.505208333,,464338.53125,46256.6822916667,234616.34375,584610.666666667,54602.609375,588619.552083333,
PSMB6,397635.25,788740.28125,704879.0625,878235.15625,335609.1875,708213.59375,579904.5,698369.3125,1794772.3125,1367886.4375,1107680.34375,531435.9375
PSMB7,,738676.3125,,1208129.71875,,281165.03125,360716.625,,595035.5,,,514200.03125
PRMT1,2902071.0,2398141.04166667,3735287.91666667,1276659.29166667,2334290.83333333,1766713.0,2399697.20833333,1587781.08333333,2004846.16666667,2117640.66666667,2625569.5,1771030.08333333
DEK,19926084.0,14718497.6666667,22491360.0,19588522.3333333,20478419.3333333,17193133.3333333,8130816.5,7092618.33333333,11116015.0,17754410.6666667,17598291.0,13233200.6666667
PDIA3,3540912.16666667,2595546.60416667,6395107.79166667,3460652.77083333,3411053.29166667,2585034.25520833,2138802.27083333,2648518.44791667,4647056.58333333,4229014.54166667,2809452.0,4973825.33333333
PDIA4,153523.833333333,,,,557176.833333333,228142.932291667,84649.6197916667,237233.958333333,273007.796875,225121.5,198965.916666667,
PDIA6,475632.666666667,,604283.333333333,161655.333333333,914800.59375,546114.229166667,407208.239583333,449281.0625,1222322.22916667,1022276.5625,297975.291666667,280600.875
P4HB,654692.25,,690682.666666667,770622.833333333,2843370.875,760950.375,805466.322916667,699572.041666667,1770062.375,2216710.33333333,803667.541666667,743402.833333333
AHCTF1,4389791.0,3176862.41666667,5051511.83333333,4774736.25,4797665.25,4347499.08333333,2499826.4375,1659102.20833333,3052130.375,2582489.41666667,3183397.66666667,3041419.97916667
LMAN1,187811.354166667,379049.979166667,210365.041666667,156561.291666667,3728573.4375,,,117928.84375,157003.020833333,210002.729166667,204475.395833333,125360.989583333
FAM98A,,,,116479.833333333,222281.9375,231469.520833333,626925.916666667,333188.958333333,806592.875,973764.291666667,305835.229166667,306087.583333333
FAM98B,,,522356.59375,,,160396.515625,,,,,,304577.0
FLII,,,135432.0,549583.8125,245152.265625,509258.3125,,209230.171875,213824.796875,,,
MTDH,8683755.0,10008930.25,8305679.94270833,5211529.60416667,5864002.375,6029340.45833333,3656406.22916667,6483478.83333333,10290474.375,11231229.875,15033893.1666667,10406709.1875
MAGOH,3361841.16666667,1175312.20833333,2001921.0,1875489.66666667,3383175.04166667,1757682.16666667,2401366.70833333,1693695.5625,4072768.79166667,2638284.08333333,2679256.33333333,1390063.125
NIBAN2,,634088.958333333,,312148.291666667,,1057992.66666667,,,,,,905558.833333333
PPP1R12A,9732753.33333333,7785425.33333333,8363568.66666667,7929656.0,6295882.0,9946312.0,3539573.33333333,4470702.0,6872979.33333333,18602090.6666667,17795018.6666667,12764566.6666667
PML,1078951.58333333,,,,,,48721.1041666667,264795.71875,,128722.239583333,,
POF1B,2276337.29166667,3133125.25,4663908.91666667,2053412.33333333,1067356.5,5596472.75,969245.625,1043557.3125,1568659.58333333,1324940.75,3249396.83333333,9379239.83333333
PBRM1,3560669.66666667,,,242118.6875,228117.520833333,,2131295.25,2971214.10416667,3183437.33333333,5033524.125,6238614.83333333,1981668.08333333
PRRC2C,150007.59375,585198.390625,218054.359375,197424.3828125,266270.3828125,,224384.765625,,169195.171875,,264872.03125,
QKI,647904.833333333,,860728.75,668153.208333333,1057590.44791667,815439.5,521351.916666667,,630855.270833333,835741.760416667,516639.541666667,311166.875
RCC2,7328931.16666667,5821781.33333333,6258509.66666667,7246671.75,5709739.33333333,4276370.41666667,2504386.375,1537927.27083333,2573591.66666667,5027176.5,6466181.16666667,4905098.25
