Label,normalised_data__H3_1,normalised_data__H3_2,normalised_data__H3_3,normalised_data__H4_1,normalised_data__H4_2,normalised_data__H4_3,normalised_data__H3K4me3_1,normalised_data__H3K4me3_2,normalised_data__H3K4me3_3,normalised_data__H3K4me1_1,normalised_data__H3K4me1_2,normalised_data__H3K4me1_3,comment__comment,H3K4me1vsControl__logFC,H3K4me1vsControl__t,H3K4me1vsControl__P.Value,H3K4me1vsControl__adj.P.Val,H3K4me1vsControl__B,H3K4me1vsControl__significant,H3K4me3vsControl__logFC,H3K4me3vsControl__t,H3K4me3vsControl__P.Value,H3K4me3vsControl__adj.P.Val,H3K4me3vsControl__B,H3K4me3vsControl__significant,H3K4me3vsH3K4me1__logFC,H3K4me3vsH3K4me1__t,H3K4me3vsH3K4me1__P.Value,H3K4me3vsH3K4me1__adj.P.Val,H3K4me3vsH3K4me1__B,H3K4me3vsH3K4me1__significant,coefficient_estimates__ExperimentH4,coefficient_estimates__ExperimentH3,coefficient_estimates__ExperimentH3K4me1,coefficient_estimates__ExperimentH3K4me3,H3K4me1vsControl__logFC_imputed,H3K4me1vsControl__logFC_is_imputed,H3K4me1vsControl__logFC_based_on_single_datapoint,H3K4me3vsControl__logFC_imputed,H3K4me3vsControl__logFC_is_imputed,H3K4me3vsControl__logFC_based_on_single_datapoint,H3K4me3vsH3K4me1__logFC_imputed,H3K4me3vsH3K4me1__logFC_is_imputed,H3K4me3vsH3K4me1__logFC_based_on_single_datapoint
LMNB2,24.523851474272547,24.49161523952734,24.304459856825922,24.223561729590287,24.12121684394264,24.098102740573744,23.86123620407676,24.141694398563047,23.922347595541375,24.7261982690975,24.402362281332543,24.28122845096405,,0.17612835300928253,1.06416559810849,0.31168229785106594,0.42888303054054727,-6.639805863450376,False,-0.3187085813950219,-1.925633791196964,0.08232243546517258,0.12504110467953242,-5.4903548352163405,False,-0.49483693440430443,-2.589242223357724,0.02649638513932198,0.13528599001246497,-3.9995384925829125,False,24.147627104702227,24.43997552354194,24.469929667131368,23.975092732727063,0.17612835300928253,False,False,-0.3187085813950219,False,False,-0.49483693440430443,False,False
LAMB1,,16.714336782650427,,,,,,,,,,17.51815596538319,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMC1,16.66728139616149,16.197166311786212,,,15.990317664406035,,18.031552128220145,18.483054986775976,17.343092705309182,,17.731219044317236,18.559913881288654,,1.9342957036130066,4.2145999933577905,0.0055323811396915815,0.022505511626512358,-2.215694329565321,True,1.741295847578499,4.2168800345595825,0.005518387610123396,0.014527050864146256,-2.2923343325883883,True,-0.19299985603450764,-0.43090856804580846,0.6815122742518358,0.840215011930384,-6.569324951843418,False,15.990317664406032,16.432223853973845,18.145566462802943,17.952566606768436,1.9342957036130066,False,False,1.741295847578499,False,False,-0.19299985603450764,False,False
LARP1,,,,,14.28889606270811,14.15897959928878,16.432250822157133,,,,,,logFC(H3K4me1vsControl) estimation failed and was imputed; logFC(H3K4me3vsControl) estimation failed and was imputed based on a single datapoint only; logFC(H3K4me3vsH3K4me1) estimation failed and was imputed based on a single datapoint only,,,,,,False,,,,,,False,,,,,,False,14.223937830998441,,,16.432250822157137,-inf,True,False,2.2083129911586887,True,True,inf,True,True
LARP7,,,,,,17.74526746846054,,,,,,,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTBP1,14.910570157032835,16.131781509816093,16.268551710141786,15.402423565298003,,,16.415622232156522,,,17.444950554377975,,16.78485812320258,logFC(H3K4me3vsControl) estimation was based on a single datapoint only; logFC(H3K4me3vsH3K4me1) estimation was based on a single datapoint only,1.5285419933094886,2.902079525659195,0.03347018027924333,0.08059773297128137,-4.049623225604208,False,0.8292598866757359,1.2446940153372896,0.26809150476899607,0.3294477237904718,-5.933872582275606,False,-0.6992821066337527,-0.9895735934983545,0.36756455483637773,0.6216037593431764,-5.866520776937597,False,15.402423565298003,15.770301125663572,17.114904338790275,16.415622232156522,1.5285419933094886,False,False,0.8292598866757359,False,True,-0.6992821066337527,False,True
LEMD2,20.089510889146467,20.411536197837883,20.217681165697304,19.448079894341056,19.706299514830654,19.503121105339247,20.540462676056396,20.84139868373762,19.57581969067234,20.674745963766057,19.750715369111262,20.806133129211624,,0.5144933594975463,1.6448406544890402,0.1307846158146575,0.21574312608795862,-5.916578724372334,False,0.4231888889566804,1.3529393066681858,0.2056385368848856,0.25989997990098734,-6.297386520470116,False,-0.09130447054086588,-0.25279398261177727,0.8055077194233057,0.8987436847683576,-6.749672438934075,False,19.55250017150366,20.23957608422722,20.410531487362984,20.31922701682212,0.5144933594975463,False,False,0.4231888889566804,False,False,-0.09130447054086588,False,False
LUZP1,,,,,,,28.09770040801052,28.776502883376878,28.361617749982248,30.21682725200133,29.297719124833193,29.389783502693977,logFC(H3K4me1vsControl) estimation failed and was imputed; logFC(H3K4me3vsControl) estimation failed and was imputed,,,,,,False,,,,,,False,-1.2228362793862821,-3.5314078608467296,0.012077438486775248,0.08561345507964067,-2.9252130448602416,False,,,29.6347766265095,28.411940347123217,inf,True,False,inf,True,False,-1.2228362793862821,False,False
LRRC59,22.746698503200733,22.873689729068417,21.60246762386253,22.11193071504637,22.203357816270405,22.24313835870103,23.612067635862974,22.65666454053691,22.327894353360104,23.35305884314686,22.423583379799368,21.84632938009731,,0.24411007665626983,0.5952315179246885,0.5648757227751673,0.6522918178875028,-7.035616650468749,False,0.5686617188950827,1.3866096097302945,0.1956045499750128,0.2490855523095707,-6.254878911599507,False,0.32455164223881283,0.6853535315021084,0.5086499395629135,0.7310644556174468,-6.535078081708209,False,22.186142296672607,22.407618618710558,22.540990534347852,22.865542176586665,0.24411007665626983,False,False,0.5686617188950827,False,False,0.32455164223881283,False,False
LIMS1,,,16.648855284729986,16.69580242668649,16.73162083233281,,,22.453268062562813,20.14896254314125,18.85493690918664,18.925115969594323,20.021121155114407,,2.5857745541786414,3.8453041276008153,0.008424798239119076,0.030170858651204214,-2.760507914960886,True,4.619831845732204,6.181317028140352,0.0008090111054796482,0.0038314402355019293,-0.1331347993878529,True,2.0340572915535624,2.7887698899914333,0.03146151055057043,0.14478883651283458,-3.8324105366913748,False,16.713711629509646,16.648855284729986,19.26705801129846,21.301115302852022,2.5857745541786414,False,False,4.619831845732204,False,False,2.0340572915535624,False,False
LASP1,21.520434665506652,22.42668663510186,20.74090243469776,19.34104311024779,22.832668040701407,20.089220531995096,18.740537395797578,21.807130247342876,20.992314354867748,21.10665060830884,20.404887408756906,19.1607191403718,,-0.9344068505625778,-1.062673112641569,0.3128458191042145,0.42907495320676226,-6.64087904800793,False,-0.6451652370390235,-0.7337272304881072,0.4799140966145675,0.5459751463509857,-6.929709729307844,False,0.28924161352355426,0.2848754904151802,0.7815348878941093,0.8864118276889318,-6.740359947472145,False,20.754310560981434,21.56267457843543,20.224085719145855,20.51332733266941,-0.9344068505625778,False,False,-0.6451652370390235,False,False,0.28924161352355426,False,False
LIMA1,18.679544353260056,16.158015738671104,,,16.69546054556615,15.478189795063615,,19.15273252171456,20.316471914383932,18.68645487431327,17.35015735031893,18.20853168907888,,1.3289120297634724,1.906969040687847,0.09801493430667489,0.17521703547797862,-5.487994750182532,False,2.9817996099090216,3.773580582035556,0.006895298497881001,0.017403403094951152,-2.633813404537011,True,1.6528875801455492,1.984448103843314,0.08742932962430572,0.2712019193899026,-4.9233804857654135,False,16.086825170314878,17.418780045965573,18.081714637903698,19.734602218049247,1.3289120297634724,False,False,2.9817996099090216,False,False,1.6528875801455492,False,False
LMO7,,,18.134738158420106,17.855718878799138,17.763210584277143,18.547657965491695,20.571867731546146,19.44336502921782,20.33854095993656,18.991135858870443,19.00949160592836,,,0.9051800817613405,2.2093044569360405,0.06269902435349466,0.1269125178942718,-4.879281790487786,False,2.022790922928788,5.519841183785215,0.0008748040463036089,0.004029835032972362,-0.47246969631135816,True,1.1176108411674477,2.7277915878426198,0.029310130320453213,0.14024836546387615,-3.841498001092861,False,18.055529142856,18.134738158420117,19.0003137323994,20.117924573566846,0.9051800817613405,False,False,2.022790922928788,False,False,1.1176108411674477,False,False
LIMD1,,,,,,,,,,,,,Insufficient number of non-null values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPP,16.812045509086946,,20.384526003329,,,,18.598059830515613,21.95274743182984,20.79618328220978,22.04012638448807,,22.94269724598961,logFC(H3K4me1vsControl) estimation failed and was imputed; logFC(H3K4me3vsControl) estimation failed and was imputed,,,,,,False,,,,,,False,-2.0424149670537552,-1.5276222269585291,0.17722090975533375,0.4080611441407099,-5.545525205724877,False,,18.598285756207968,22.49141181523884,20.448996848185086,3.8931260590308696,True,False,1.8507110919771073,True,False,-2.0424149670537552,False,False
