Label,H3K9me3_45bp__1,H3K9me3_50bp__1,H3K9me3_55bp__1,H3K27me3_35bp__1,H3K27me3_40bp__1,H3K27me3_45bp__1,H3K27me3_50bp__1,H3K27me3_55bp__1,H3unmod_35bp_1,H3unmod_40bp_1,H3unmod_45bp_1,H3unmod_50bp__1,H3unmod_55bp_1,H3K9me3_35bp_1,H3K9me3_40bp_1,H3K9me3_45bp__2,H3K9me3_50bp__2,H3K9me3_55bp__2,H3K27me3_35bp__2,H3K27me3_40bp__2,H3K27me3_45bp__2,H3K27me3_50bp__2,H3K27me3_55bp__2,H3unmod_35bp_2,H3unmod_40bp_2,H3unmod_45bp_2,H3unmod_50bp__2,H3unmod_55bp_2,H3K9me3_35bp_2,H3K9me3_40bp_2,H3K9me3_45bp__3,H3K9me3_50bp__3,H3K9me3_55bp__3,H3K27me3_35bp__3,H3K27me3_40bp__3,H3K27me3_45bp__3,H3K27me3_50bp__3,H3K27me3_55bp__3,H3unmod_35bp_3,H3unmod_40bp_3,H3unmod_45bp_3,H3unmod_50bp__3,H3unmod_55bp_3,H3K9me3_35bp_3,H3K9me3_40bp_3
EPAS1,12696693.5,5991668.0625,3282880.125,718535.875,1892782.875,1235153.25,4441376.75,3468647.375,7403086.75,3264017.75,6503499.5,8894821.875,9185360.625,2169363.25,6083478.875,4567841.0,13129823.75,3023899.0,58722.53515625,4098441.0,3530709.9375,9011243.5,5009075.625,4426668.5,2920234.25,6248361.75,12412617.0,5699805.875,3866732.625,941947.8125,7480239.25,4641919.375,4664951.875,964522.5625,2724198.375,4455971.25,2793356.0,1248921.75,5849857.125,6059451.0,3423413.0,3339646.5625,1830073.75,2631907.25,6914723.625
TBX3,15319532.3333333,6132685.0,1413470.33333333,3518178.33333333,5173459.0,6670322.33333333,5333943.33333333,3559961.33333333,7797029.66666667,6385938.33333333,6317025.0,6776658.5,8382179.0,4845727.0,6846240.0,5505890.66666667,9363594.33333333,6075650.5,313962.833333333,5365246.83333333,3837030.5,12028701.0,4754545.16666667,7741219.5,4174134.75,5422641.66666667,13955303.3333333,4625387.66666667,5918879.83333333,4470869.75,5128751.83333333,5533667.16666667,6127849.91666667,4623699.66666667,4487956.33333333,7185690.0,8251312.0,8895405.0,5928401.16666667,7128001.5,5348163.66666667,4807784.83333333,4216394.58333333,4766104.33333333,2607074.83333333
SOAT1,8621933.33333333,3087665.33333333,3002030.66666667,4291002.5,4877041.66666667,4988482.83333333,2940031.66666667,4741806.33333333,5922870.33333333,4241094.5,6590756.10416667,2691895.83333333,7119413.0,3677859.97916667,5641648.47916667,4211381.83333333,9223448.16666667,3286552.0,168215.333333333,6036904.0,4828680.83333333,9934426.0,3645023.16666667,5597976.35416667,3482426.0,4852154.66666667,11018010.6666667,4327677.66666667,5404986.66666667,1919845.58333333,5376616.0,5507182.0,5163834.16666667,2982833.5,5486587.33333333,6784758.0,4210003.5,3867301.0,5930527.83333333,5370755.54166667,3280647.83333333,3634527.33333333,3954822.33333333,5890917.0,5462632.0
TGM3,17453670.3333333,12463896.0,10582347.0,15179684.6666667,12214726.6666667,15525452.0,13180912.0,10435076.4166667,20403279.6666667,16031194.6666667,11838031.6666667,16654953.6666667,25887432.6666667,15466713.0,14064066.3333333,14114970.5,19782954.3333333,14180370.8333333,10258423.1666667,12215146.0,12794271.6666667,15447353.3333333,12726458.3333333,15351419.0,7290891.0,14342575.5,27193986.6666667,15668891.0,10680915.3333333,9209604.0,12687060.1666667,13266900.0,13494291.6666667,12140303.1666667,13759472.3333333,16671627.0,15992063.0,13795850.3333333,17213660.6666667,29691051.0,33459794.6666667,9653725.16666667,8669399.5,11185031.8333333,11378877.0
ERF,6448069.66666667,6706632.66666667,8125351.83333333,5232155.83333333,6424662.16666667,7281071.0,0.0,7689206.0,7243567.0,7333279.66666667,6665585.66666667,8814815.5,8974989.33333333,2999347.66666667,8521076.33333333,5239940.0,16237106.0,8748358.5,351517.791666667,0.0,9066631.5,6249103.83333333,5938725.83333333,7512552.5,6106900.0,5537659.83333333,16774179.0,8673059.83333333,7141608.33333333,2805081.5,6449013.16666667,6559467.83333333,3586919.33333333,2745764.33333333,8631595.16666667,8068428.66666667,3787238.16666667,4651021.66666667,7093064.16666667,10051521.6666667,7960453.5,4000450.66666667,5291839.5,3593067.0,6051249.66666667
HIF1A,10433041.5,4907848.5,3376171.25,466402.583333333,912731.583333333,2032045.83333333,1674262.58333333,2819695.66666667,4425399.83333333,4065610.5,6437021.66666667,8228143.16666667,4038400.0,2405391.91666667,4733274.75,5259711.41666667,9502457.5,2304503.16666667,0.0,1485311.83333333,1178059.70833333,2021685.0,0.0,1686003.5,2920106.5,4792957.5,4391989.16666667,2926948.75,744222.75,607182.458333333,5114450.08333333,3174985.58333333,2314490.95833333,400412.75,0.0,1874962.16666667,741938.25,1053860.20833333,2944393.16666667,4149374.33333333,4968225.25,3664579.41666667,3054906.58333333,0.0,5187940.5
AP2S1,28566976.0,20883235.6666667,20693740.6666667,9639746.5,19022492.6666667,21362605.8333333,26055036.3333333,25746879.3333333,21511652.3333333,23689104.3333333,20814275.0,27339547.0,27392141.4166667,20689911.3333333,23001084.3333333,17093105.3333333,35283803.3333333,11771158.8333333,2318105.61458333,21259835.0,14259820.6666667,29411121.8333333,7686326.66666667,15957052.6666667,11425729.5,16242218.3333333,31305120.0,16358708.5,16494742.6666667,5183452.125,16534243.0,14328224.0,15166041.5,13829348.1666667,17542122.8333333,23830012.0,18201144.1666667,11203318.75,17662433.5,15319966.5,11870687.0833333,12930113.6666667,7985592.83333333,15795757.5,18402119.0
MCU,10235913.5,6167487.04166667,2076903.45833333,3927877.66666667,1506375.5,7228811.16666667,5325824.33333333,1814585.0,8577585.0,5268142.75,7476067.58333333,5921458.58333333,7891383.08333333,4660854.08333333,5463419.125,3678599.0,10380251.875,3018560.0,355864.427083333,5547096.83333333,4395719.33333333,8235843.66666667,3833296.95833333,4561107.45833333,2894875.54166667,3735289.75,9943970.5,1927236.5,4642820.0,1116746.41666667,4343444.5,3225137.91666667,4721266.0,4362552.04166667,5168891.75,7448009.08333333,6408209.83333333,2979886.16666667,4932954.16666667,2095785.75,2225075.75,3429256.58333333,1382067.75,4707963.20833333,4964063.5
ERLIN2,4089192.75,2909541.75,0.0,0.0,1731761.25,3559912.25,2051717.25,2830609.75,0.0,3618419.5,4968431.0,2887177.75,4087386.0,2610882.75,3396179.25,2816736.5,6111666.0,2000691.625,0.0,3868256.5,1761150.0,4790149.5,0.0,0.0,2760225.0,2247797.0,0.0,2719696.5,4078791.0,0.0,3269797.0,0.0,3569748.25,2398669.75,0.0,4115433.25,0.0,2225206.0,2543018.25,0.0,3134546.25,0.0,0.0,0.0,2561448.75
RBM7,15098847.0,7785503.16666667,2722868.91666667,3851798.66666667,5092639.66666667,12698213.3333333,8154015.16666667,5454350.0,10378878.6666667,7873105.16666667,8154594.33333333,4709274.41666667,12106745.0,7417064.5,2664929.83333333,6906233.58333333,5388090.33333333,4388578.0,0.0,3805298.16666667,2236477.5,8805419.0,2568205.66666667,3972784.66666667,1434516.0,6250832.0,11473486.6666667,4746816.66666667,4951363.08333333,2449348.625,8000338.66666667,5968305.5,11440928.1666667,3455402.41666667,7428018.0,6744267.33333333,5318508.83333333,5299696.5,5184785.66666667,3031875.66666667,2827532.33333333,4086671.91666667,4016181.91666667,6461148.91666667,6474355.5
Q1RMK2,3878364.5,4112478.375,4416095.125,2518520.625,2555196.6875,2737159.375,4335731.875,4340019.625,4014123.9375,3465966.375,3732804.25,3622505.375,3061084.25,3264363.5625,3895572.125,2344815.5625,4498535.25,2730659.3125,0.0,2004285.59375,2571077.625,3643899.625,1791541.75,3419560.6875,2853476.8125,2067405.25,4826466.875,772241.625,2544244.75,1120296.5625,2110849.75,1895718.875,2499536.0,1695050.484375,2396175.0,2873965.4375,2251421.21875,1731242.40625,2180569.0625,3602938.25,190581.078125,1041454.6875,1523447.59375,2218362.375,2141993.5
NOS1AP,7152679.16666667,3793842.33333333,3085907.0,2687021.75,3794600.33333333,5218835.25,4845654.91666667,4202056.41666667,5778514.25,5172393.54166667,5004761.66666667,4465504.0,6842116.33333333,4113973.0,4395344.83333333,2949178.58333333,8061571.5,2593000.91666667,268266.328125,3974399.91666667,1232365.33333333,7394064.0,1849782.5,3220921.45833333,2244978.83333333,2942532.45833333,7994611.0,3227961.83333333,3629156.54166667,814419.458333333,3732204.66666667,2806640.25,3045939.16666667,2808612.83333333,4169161.75,4848812.16666667,1875798.54166667,2321638.16666667,3501679.58333333,3890467.41666667,2671275.95833333,2204590.66666667,2529279.0,2576496.91666667,2772287.58333333
PTDSS1,3408596.5,6184373.125,2647390.0,4094874.125,2115589.25,1894301.875,4145265.25,3193770.0,0.0,5797801.75,3868808.625,5212346.5,3078341.25,0.0,6405317.5,4525824.5,8655579.5,6329251.5,0.0,3701801.75,5348657.25,7819181.5,2422545.25,6202828.75,6425576.0,4740372.75,8811859.25,6190629.0,3671249.375,0.0,3721251.625,4170738.375,2820866.75,2688954.0,5379387.75,4212605.25,3826697.0,1695832.375,2070438.0,7027247.25,2707790.0,3881953.0,3273880.5,2106647.25,4795615.875
JPH1,16880694.3333333,8635708.66666667,9585328.83333333,8112240.5,10252406.0,12291524.3333333,12501809.6666667,11506421.0,13812681.0,13303439.0,13464476.8333333,13693384.3333333,10539076.3333333,8052235.66666667,12212973.1666667,9743536.16666667,18087058.6666667,9944621.83333333,1986140.52083333,10196025.3333333,9766625.16666667,16512232.6666667,9958980.0,7200640.66666667,7177638.33333333,9288152.66666667,13125042.6666667,9197367.66666667,8978594.33333333,5140423.16666667,10405129.3333333,10642776.3333333,10278760.0,7599416.66666667,11307653.3333333,13426458.6666667,10404718.6666667,7721912.33333333,8762430.66666667,9864534.16666667,8820745.16666667,8113069.83333333,9395006.83333333,7701189.41666667,12473638.8333333
PAF1,6039809.91666667,5583270.375,5936527.83333333,3993408.58333333,5457821.66666667,5087882.04166667,6346313.91666667,7144643.5,5582033.20833333,7457443.41666667,6078004.125,7075146.66666667,5086669.85416667,6537150.66666667,7035064.58333333,4497120.25,8374050.83333333,5712890.625,461732.677083333,4414445.75,5414256.41666667,7766838.25,4654260.41666667,6023901.70833333,3878598.83333333,4442980.375,4458116.66666667,5480153.70833333,3507949.875,1958489.52083333,5592876.75,3831725.20833333,5004167.875,4206049.58333333,4935109.625,5247678.54166667,4076319.45833333,3344309.25,4103868.75,5814169.08333333,4020699.20833333,3918012.04166667,3504269.79166667,4422500.625,5185579.54166667
MCM10,9497181.44270833,3007382.20833333,2632805.0,5118496.41666667,4226001.70833333,3792755.35416667,3405674.375,1295997.20833333,3647510.625,4485909.33333333,2998250.16666667,5490024.66666667,3418408.0,4577412.70833333,5274466.58333333,5618651.95833333,3600659.0,1192447.41666667,270745.802083333,2858903.54166667,1429631.27083333,3912472.91666667,1854385.72916667,3848974.41666667,1515793.875,3856765.5,3987160.16666667,3849231.41666667,11819362.0833333,3786164.125,5757448.70833333,2231900.0078125,6070235.31770833,6766303.96875,5589483.75,3719588.27083333,4148406.70833333,3523554.70833333,3722234.54166667,4374573.25,2275417.5,2412615.45833333,4517105.20833333,6611743.52604167,7020769.02083333
MAGT1,43513363.6666667,20200959.5,16386744.8333333,15381634.3333333,19026266.8333333,26282074.3333333,28297999.0,20460708.3333333,30403397.0,21540433.6666667,23463860.0,24076437.0,29534101.25,21973063.0416667,22340210.3333333,17860296.0,43113989.0,16234266.5,4087031.41666667,22363843.5,15648694.3333333,41299053.6666667,16874284.1666667,16882915.1666667,11810599.0,15622858.0,34538110.3333333,15800333.8333333,16952195.0,5427014.16666667,18568140.3333333,16902635.5,16868805.0,13320781.1666667,19725517.0,27263609.0,16615052.8333333,16758249.1666667,16540385.0,15355818.8333333,14198849.6666667,15056047.1666667,12276955.0833333,12330958.6666667,20782295.3333333
ARCN1,4963304.75,4271488.375,4039248.5,2904124.75,3286510.375,4592110.0,4836122.0,4220057.5,4264235.5,3558728.5,4195661.25,4370968.75,4299586.375,3683357.0,4113023.5,4445047.375,6602759.0,3296536.5,0.0,2302300.125,1440141.625,5645269.25,2751347.875,3444524.375,1418216.25,3013676.5,6673365.25,3148750.625,2843690.125,1855535.4375,3406833.75,2886115.5,1822114.25,2272022.0625,2981810.75,4042053.0,1260681.75,2549962.875,2599075.125,3482798.0,2739551.75,2504806.625,2604801.125,3301086.0,3265774.25
CPSF7,9354705.75,5658637.83333333,6352662.0,3258224.5,6853392.83333333,9455122.58333333,8265476.66666667,6433391.66666667,8165339.33333333,6018365.02083333,4077222.875,7440663.41666667,7572990.45833333,3984616.08333333,7381927.25,5690210.16666667,10103990.8333333,4669359.79166667,371836.333333333,6372277.8125,4515425.0,8198779.91666667,3640512.3125,5246745.66666667,4646718.91666667,4033037.125,8493634.83333333,4338481.375,4975471.0,1648768.6875,4106081.9375,5096240.77083333,4760303.66666667,4497247.02083333,4993418.91666667,8097255.625,5839134.91666667,3608782.0625,5389740.89583333,5885908.91666667,2568670.41145833,4419961.45833333,4163609.89583333,3429330.125,4700818.41666667
EXOSC4,11685150.09375,7764136.5,6343020.125,4850107.5,9118307.5,8495814.5625,8455787.09375,9283328.125,9234943.125,10862885.625,8512887.53125,10186084.3125,10889882.0625,8335820.875,9403143.625,8105487.25,10557311.375,6345080.0,406284.8125,5605479.125,5693221.25,9102820.0,6493575.5,9759876.25,1827586.625,6418733.75,11733386.75,6367661.875,1309112.5,3249634.25,7522914.5,7348995.25,6882902.625,7265532.5625,7977794.125,474313.34375,6025802.625,5091441.375,5007724.1875,6318127.0,6456865.0,5874540.0,6807702.5,5870593.0,7521224.375
CNOT4,28020765.0833333,12462061.3333333,10655500.0,10208166.8333333,17875118.0,27591056.0,13620384.0,13146524.0,34841734.0,25795968.0,17161131.3333333,19186304.0,37564486.6666667,18172310.1666667,17220728.8333333,15498052.8333333,24798205.3333333,11162120.3333333,2146893.66666667,16874430.9166667,10056609.0,23307290.0,11638444.0,12889708.0,6840967.66666667,17255111.0,28386268.0,12085181.6666667,16767116.3333333,13080347.6666667,23423098.6666667,24269808.0,22915281.5,18829914.0,24104640.0,23101782.0,27848280.6666667,23679663.3333333,28167096.0,12686775.3333333,22040644.1666667,18417589.6666667,21644788.0,13286732.0,32363062.6666667
DROSHA,3375007.0,3719950.16666667,5026799.0,2933614.5,3277328.5,3165299.75,3291918.41666667,4907309.0,2994056.41666667,4412990.875,3446897.125,2891389.0,1522609.9375,3843827.33333333,4315562.625,3964359.0625,4732443.5,4017282.95833333,666870.395833333,3949818.79166667,3838394.70833333,4630496.58333333,3615148.58333333,4327896.08333333,3683376.79166667,3816137.91666667,5029250.875,3133011.77083333,4375701.83333333,1947462.0,3577955.0,3628068.5,3699893.58333333,4343794.16666667,4107305.0,3355889.72916667,3986151.25,3243156.91666667,3329587.41666667,3965342.66666667,3121420.0,3495374.91666667,3568636.0,4051546.61458333,3696039.5
L3MBTL3,14331814.6666667,9124551.16666667,7292343.66666667,4040802.66666667,3473864.0,8197900.25,9178064.33333333,6469294.5,6990834.5,6041669.5,8247264.33333333,9753867.5,5222028.83333333,5837187.08333333,4119565.33333333,8313561.5,12374347.0,6606097.5,0.0,2939779.66666667,5947761.33333333,8610519.66666667,6608394.66666667,3048963.83333333,2831516.4375,7083910.66666667,15987747.3333333,4399639.0,2969209.0,1379217.66666667,7988276.16666667,7129459.16666667,5767334.5,544516.458333333,1930102.66666667,1863261.33333333,5375796.75,3957133.5,4598389.33333333,5253986.33333333,6689829.33333333,6196114.33333333,4867848.33333333,1997260.10416667,4060485.5
UNC93B1,17313033.3333333,17326389.2083333,9172091.16666667,11621065.3333333,12778428.9166667,13216098.5,19557406.9166667,10542363.3333333,11260853.3333333,15050473.0416667,12666579.0833333,15666187.25,15824741.1666667,9862416.0,14063378.6666667,14825099.1666667,20448350.1666667,9790542.04166667,0.0,9156699.0,8539906.0,14601793.0833333,9793192.20833333,9954737.45833333,3796471.66666667,11200758.6666667,24988111.5,8708448.9375,12042830.5,7668194.66666667,15106724.1458333,12151344.0,10721853.3333333,5017681.33333333,11018607.0,16218053.7083333,16991275.0833333,13629972.0,13380560.0,15981197.0,6600439.33333333,9795450.0,11019317.0416667,11936421.6666667,20132037.4583333
TMEM164,37957511.5,1322983.0,895167.8125,14442053.625,6151899.5,18917655.625,6723305.0,32806214.0,5965343.25,19960328.625,7377254.875,20504323.5,30354638.625,5437859.75,31967650.125,15816202.375,18105797.625,1179285.375,80292.7734375,21639721.875,1242069.625,24090056.5,22989131.0625,14481353.125,9656784.0,19398306.0,22704569.25,15173164.875,16092307.125,6271824.75,25571977.375,9610932.25,24599496.25,11610540.5625,5899071.5,17878808.375,9196435.875,8489645.0,10898857.5,0.0,6584208.0,19985998.375,19404783.75,14491355.375,11243303.875
TSR1,6580243.33333333,6826783.66666667,4328950.0,4537804.41666667,7658367.83333333,9881521.5,8134327.66666667,5820224.08333333,9116697.66666667,11142943.5,7784582.5,7374778.0,9141195.66666667,6574855.58333333,10081386.1666667,2856767.16666667,8056041.16666667,6559836.41666667,0.0,6514841.5,6338809.83333333,11140404.6666667,6217032.95833333,8913611.66666667,2990987.16666667,6585536.66666667,7019139.33333333,4082319.66666667,6321470.5,2699214.04166667,6404261.25,3221799.66666667,4446790.33333333,3770384.79166667,5869493.5,11042719.8333333,6356815.66666667,4966374.45833333,5082771.5,8624703.08333333,438672.541666667,4841449.875,3820106.66666667,5973289.0,6769053.08333333
PKP1,6719627.66666667,3994505.58333333,3218393.33333333,4986504.16666667,3435104.0,6138513.91666667,2400072.0,2688579.5,11597572.0,5896691.0,3142914.91666667,2976557.33333333,7922620.83333333,4398239.58333333,3996970.66666667,5597867.125,6461016.66666667,2561124.5,4928324.20833333,3386440.66666667,2642517.0,3866564.33333333,2738740.83333333,3808046.33333333,1766064.33333333,4421625.0,8171796.83333333,6578047.25,4406433.33333333,3392683.66666667,4182173.33333333,4297892.75,3190868.83333333,4216760.16666667,4312873.0,5752390.33333333,5816214.58333333,3027248.66666667,8235019.16666667,24016742.6666667,9171766.5,3012839.54166667,3988625.0,4279472.91666667,3817829.0
HMG20B,14142627.6666667,8380585.0,5387120.33333333,4251883.16666667,9188409.5,11693491.6666667,10256589.3333333,8264655.83333333,10130489.6666667,7714448.33333333,7812440.0,9162083.66666667,12909789.6666667,7809186.83333333,7263524.83333333,10176790.0,14333157.0,6170961.5,0.0,6218058.66666667,7120830.16666667,14823619.0,7365161.75,5038838.83333333,4822785.5,8447427.0,15724292.6666667,8096422.66666667,8773611.16666667,4291044.16666667,7916923.5,9332591.33333333,8515043.66666667,6633144.16666667,7520879.66666667,13191157.6666667,9316396.66666667,7273801.5,8026675.16666667,7571995.83333333,6181997.0,5882779.66666667,6650436.33333333,6535073.33333333,10628017.6666667
TMPO,14223729.3333333,8313739.83333333,3417544.66666667,6464366.16666667,9555240.66666667,11213811.3333333,9085731.33333333,6784420.16666667,13024763.6666667,9924083.33333333,9592251.5,6550843.0,13308729.6666667,7033089.0,8505984.83333333,7788210.5,11704739.3333333,2242592.75,232071.729166667,8284620.5,3752277.33333333,13431671.5,6860854.0,6405481.83333333,2664900.16666667,7314500.75,13326230.3333333,6522437.5,10143606.1666667,2293384.66666667,8608597.83333333,8710559.66666667,7786126.58333333,8146803.58333333,10111218.8333333,11084440.6666667,6517467.0,8609566.0,8164612.5,5908724.0,4505486.0,6728387.66666667,6328873.0,6969498.66666667,8935215.5
NT5DC2,15293547.0,10716777.0,9752036.83333333,10542174.8333333,11885787.1666667,12703135.3333333,12506936.0,10961367.6666667,12969632.3333333,12886165.5,12021302.6666667,13901896.5,13501157.3333333,9847015.08333333,12384534.3333333,11765264.5,15611511.6666667,10457802.3333333,2313358.59895833,10254803.6666667,10176373.0833333,16354356.8333333,9741465.16666667,11036097.8333333,7403359.70833333,8606335.25,14702415.6666667,10436456.5,10268665.75,5654749.58333333,9535027.0,9956060.75,10552759.0833333,8846937.83333333,10620564.3333333,12472422.0,11361597.0833333,9234011.66666667,10479765.75,11338321.5,7237867.66666667,9484333.5,9044135.0,10502947.25,12095689.3333333
NDUFS2,16132189.0,6606127.0,5250781.16666667,7050045.83333333,15207311.6666667,13468964.0,16048241.8333333,7225697.0,15327858.6666667,9551094.66666667,14444092.8333333,10201163.5,12034679.6666667,8793013.66666667,8031725.16666667,15994954.6666667,16100414.6666667,11148410.5833333,1281786.15104167,16772511.5,11677657.1666667,17703866.3333333,7241925.33333333,6915487.0,4158831.75,8271484.75,16004393.6666667,7628692.83333333,14622435.1666667,3039477.16666667,13128536.5,8016630.16666667,9048578.5,7172983.83333333,14313451.5,12884722.3333333,13544545.0,10980222.5,9281793.5,5694302.66666667,7807779.33333333,11318506.6666667,10860802.7083333,12461792.3333333,15849597.6666667
ZCCHC17,16845474.5,8428322.0,5521896.75,4697606.25,9833949.25,10545322.0,12755565.0,9022231.5,11980705.5,8401742.0,3815001.75,7686440.0,6476155.5,6438171.5,8053488.5,4279473.5,17542871.0,6676155.75,764117.8125,10307232.5,3797565.5,16375323.5,6230693.25,7094798.0,5628774.0,6445023.5,18908830.0,7816841.75,10396967.25,4394871.125,7909595.5,4058518.75,9915533.5,7118334.25,9174387.75,13161975.0,7591095.75,8390923.5,7642452.0,7190855.0,4931253.25,5049380.75,5299574.0,8426974.25,9970692.25
